strike,gamma,oi,underlying,GEX
2,0.0,20,6.4101,0.0
2,0.0,5,6.4101,0.0
3,0.0,0,6.4101,0.0
3,0.0,2,6.4101,0.0
4,0.0,2,6.4101,0.0
4,0.006,359,6.4101,1380.73554
5,0.21,755,6.4101,101632.13549999999
5,0.0,565,6.4101,0.0
6,0.977,428,6.4101,268042.17756
6,0.495,1707,6.4101,541631.01465
7,0.252,967,6.4101,156203.88084
7,0.252,3483,6.4101,562624.7331600001
8,0.05,4398,6.4101,140958.099
8,0.05,782,6.4101,25063.490999999998
9,0.005,826,6.4101,2647.3713
9,0.005,2528,6.4101,8102.3664
10,0.0,2665,6.4101,0.0
10,0.0,678,6.4101,0.0
11,0.0,438,6.4101,0.0
11,0.0,1147,6.4101,0.0
12,0.0,3015,6.4101,0.0
12,0.0,94,6.4101,0.0
13,0.0,1247,6.4101,0.0
13,0.0,116,6.4101,0.0
14,0.0,109,6.4101,0.0
14,0.0,234,6.4101,0.0
15,0.0,2643,6.4101,0.0
15,0.0,185,6.4101,0.0
16,0.0,98,6.4101,0.0
16,0.0,26,6.4101,0.0
17,0.0,464,6.4101,0.0
17,0.0,31,6.4101,0.0
18,0.0,64,6.4101,0.0
18,0.0,267,6.4101,0.0
19,0.0,31,6.4101,0.0
19,0.0,54,6.4101,0.0
20,0.0,307,6.4101,0.0
20,0.0,1002,6.4101,0.0
21,0.0,17,6.4101,0.0
21,0.0,79,6.4101,0.0
22,0.0,36,6.4101,0.0
22,0.0,25,6.4101,0.0
23,0.0,46,6.4101,0.0
23,0.0,216,6.4101,0.0
24,0.0,28,6.4101,0.0
24,0.0,495,6.4101,0.0
25,0.0,279,6.4101,0.0
25,0.0,160,6.4101,0.0
26,0.0,34,6.4101,0.0
26,0.0,55,6.4101,0.0
27,0.0,10,6.4101,0.0
27,0.0,28,6.4101,0.0
28,0.0,15,6.4101,0.0
28,0.0,122,6.4101,0.0
29,0.0,293,6.4101,0.0
29,0.0,63,6.4101,0.0
30,0.0,159,6.4101,0.0
30,0.0,796,6.4101,0.0
31,0.0,78,6.4101,0.0
31,0.0,12,6.4101,0.0
32,0.0,14,6.4101,0.0
32,0.0,273,6.4101,0.0
33,0.0,35,6.4101,0.0
33,0.0,0,6.4101,0.0
34,0.0,208,6.4101,0.0
34,0.0,0,6.4101,0.0
35,0.0,6,6.4101,0.0
35,0.0,846,6.4101,0.0
37,0.0,3,6.4101,0.0
37,0.0,0,6.4101,0.0
38,0.0,0,6.4101,0.0
38,0.0,51,6.4101,0.0
39,0.0,2,6.4101,0.0
39,0.0,0,6.4101,0.0
40,0.0,1,6.4101,0.0
40,0.0,582,6.4101,0.0
41,0.0,2,6.4101,0.0
41,0.0,0,6.4101,0.0
42,0.0,0,6.4101,0.0
42,0.0,0,6.4101,0.0
43,0.0,26,6.4101,0.0
43,0.0,0,6.4101,0.0
44,0.0,0,6.4101,0.0
44,0.0,10,6.4101,0.0
45,0.0,72,6.4101,0.0
45,0.0,0,6.4101,0.0
46,0.0,0,6.4101,0.0
46,0.0,1,6.4101,0.0
47,0.0,1,6.4101,0.0
47,0.0,0,6.4101,0.0
48,0.0,0,6.4101,0.0
48,0.0,0,6.4101,0.0
49,0.0,3,6.4101,0.0
49,0.0,0,6.4101,0.0
50,0.0,0,6.4101,0.0
50,0.0,144,6.4101,0.0
51,0.0,0,6.4101,0.0
51,0.0,0,6.4101,0.0
52,0.0,0,6.4101,0.0
52,0.0,2,6.4101,0.0
53,0.0,92,6.4101,0.0
53,0.0,0,6.4101,0.0
54,0.0,0,6.4101,0.0
54,0.0,103,6.4101,0.0
55,0.0,441,6.4101,0.0
55,0.0,0,6.4101,0.0
