strike,call_gex,put_gex,call_dex,put_dex,net_greek_delta,net_gex
16.0,22591.2105,968611.8935000001,245182.5585,-1957196.7800000003,-0.13372765647743814,-946020.6830000001
16.5,49619.4145,863197.4255000002,448037.578,-1765215.283,-0.13692948469585434,-813578.0110000003
17.0,568147.6070000001,1430694.671,4008565.5325,-3312594.87,0.037667675239536055,-862547.064
17.5,420875.20200000005,736280.0310000001,2407276.7540000007,-1853800.4825,0.05861634103019542,-315404.829
18.0,1296518.9440000001,2218362.578,6377910.744000001,-6113230.385000001,0.010017915079700956,-921843.6340000001
18.5,2017138.1210000003,739142.3670000001,8469316.794000002,-2353397.3785,0.29591136957893793,1277995.7540000002
19.0,2357394.5860000006,896088.2005000002,8239230.449,-3350202.1635000003,0.2070370107323232,1461306.3855000003
19.5,1472293.5815000003,253538.49250000002,4383967.6075,-1144371.6230000001,0.25576680888627334,1218755.0890000004
20.0,4034466.3190000006,622595.3500000002,11381020.636,-3052254.6025000005,0.22707011126352686,3411870.9690000005
20.5,1467988.8965,73502.03050000001,3476420.7455000007,-428345.9735000001,0.2399401496259352,1394486.866
21.0,1590853.1785,505517.23550000007,3724120.8925000005,-3692875.5879999995,0.0015388215859030983,1085335.943
