strike,call_gex,put_gex,net_gex
23.0,1081649.784,3571428.9359999998,-2489779.152
23.5,0.0,26899.06,-26899.06
24.0,473177.938,3316675.682,-2843497.744
24.5,8960.058,300756.8520000001,-291796.79400000005
25.0,6235593.318000001,12728198.115999999,-6492604.797999998
25.5,52826.84,1226025.16,-1173198.3199999998
26.0,2913162.802,8524088.18,-5610925.378
26.5,289201.318,1818217.2740000002,-1529015.9560000002
27.0,11570853.244,12513912.163999999,-943058.9199999981
27.5,1575702.148,962819.0719999999,612883.0760000001
28.0,11873061.620000001,4335588.872,7537472.748000001
28.5,3902171.360000001,309320.30399999995,3592851.056000001
29.0,12831779.731999999,2483185.2399999998,10348594.491999999
29.5,2047879.1279999998,33409.334,2014469.7939999998
30.0,36435837.084,4197764.239999999,32238072.844
30.5,1018613.712,0.0,1018613.712
31.0,9164960.308,681633.512,8483326.796
