strike,call_gex,put_gex,net_gex
46.0,1720110.48,373787.007,1346323.473
46.5,132410.91599999997,18390.405000000002,114020.51099999997
47.0,1473517.0229999998,318561.782,1154955.241
47.5,256423.277,72697.46,183725.81699999998
48.0,1353496.001,446430.457,907065.544
48.5,11952.413,1609.4979999999998,10342.915
49.0,1866547.793,173593.541,1692954.252
49.5,46421.594999999994,72870.292,-26448.697000000007
50.0,6339040.279,424280.956,5914759.323
50.5,14215.432,1960.5630000000003,12254.869
51.0,651706.264,37817.801999999996,613888.4619999999
51.5,82678.508,1209.8239999999998,81468.68400000001
52.0,1672290.0259999998,18827.886,1653462.14
52.5,50963.836,9991.85,40971.986000000004
53.0,431345.46400000004,17510.041999999998,413835.422
54.0,447262.211,2419.648,444842.563
55.0,1765381.662,113350.78699999998,1652030.875
56.0,320700.578,10202.489,310498.089
57.0,227965.40800000002,43553.66399999999,184411.74400000004
58.0,1351184.3730000001,24039.851000000002,1327144.522
59.0,87026.31300000001,47771.845,39254.46800000001
60.0,2109571.189,43780.505999999994,2065790.6829999997
61.0,297092.807,4704.271000000001,292388.53599999996
62.0,112837.69200000001,31120.561999999998,81717.13
