strike,call_gex,put_gex,call_dex,put_dex,net_gex
8.0,27952.752,47746.08,92412.76199999999,-44165.124,-19793.328
8.5,22693.398,24508.16,51870.624,-27123.36,-1814.7619999999988
9.0,83215.664,105915.59999999999,157113.744,-139455.54,-22699.935999999987
9.5,170286.88000000003,40348.8,223622.01599999997,-94427.4,129938.08000000003
10.0,119225.09999999999,45392.4,127280.84999999999,-175920.768,73832.69999999998
10.5,66290.65000000001,0.0,53985.2,-637922.0,66290.65000000001
