strike,call_gex,put_gex,call_dex,put_dex,net_gex,net_dex
16.0,1.1530822483040494e-09,3.558082366195352e-08,0.0,0.0,-3.442774141364947e-08,0.0
16.5,1.2172618104349785e-06,2.434523620869957e-06,0.0,0.0,-1.2172618104349785e-06,0.0
17.0,0.011221216342963209,0.23692068142301864,0.0,0.0,-0.22569946508005542,0.0
17.5,0.18291327138191385,4.298461877474975,0.0,0.0,-4.1155486060930615,0.0
18.0,8037.30937177816,3894.5263558230085,0.0,0.0,4142.783015955152,0.0
18.5,1868.1721047412125,8785.458006080296,0.0,0.0,-6917.285901339084,0.0
19.0,6395014.988643101,462459.3522659944,0.0,0.0,5932555.636377107,0.0
19.5,2285510.185937226,737120.6515713572,0.0,0.0,1548389.5343658687,0.0
20.0,29529404.272312827,1610341.1072135966,0.0,0.0,27919063.16509923,0.0
20.5,2044270.4918480853,225064.75605799668,0.0,0.0,1819205.7357900885,0.0
21.0,3331306.752823393,1153.0204737724607,0.0,0.0,3330153.73234962,0.0
21.5,24572.419192841833,0.0,0.0,0.0,24572.419192841833,0.0
22.0,6008.768804383561,25.94459760096528,0.0,0.0,5982.824206782595,0.0
22.5,1.4626111761275347,0.11250855200981036,0.0,0.0,1.3501026241177243,0.0
23.0,0.38003991649878344,0.0,0.0,0.0,0.38003991649878344,0.0
