strike,call_gex,put_gex,call_dex,put_dex,net_greek_delta,net_gex
633.0,806.5763999999999,11814.850600000002,1325877.1722,-298746.9366000001,0.056365573770491804,-11008.274200000002
634.0,2352.5145,16519.8796,4653744.1839000005,-330397.59200000006,0.09397613636363636,-14167.365099999999
635.0,3577.3157,40119.7076,7089530.2289,-685843.8622000001,0.037656960913482654,-36542.3919
636.0,1097.8401000000001,40388.5664,1542622.1748000002,-817868.4696,0.0070680262199562995,-39290.7263
637.0,1747.5822,3256.1788000000006,2871568.8183,-48842.68200000001,0.14706653696498054,-1508.5966000000005
638.0,2927.5736,11874.597000000002,4117841.3808000004,-178118.95500000005,0.06198895417156287,-8947.023400000002
639.0,672.1469999999999,5436.9224,1105793.8395000002,-81553.83600000001,0.036186015831134566,-4764.7754
640.0,16773.8018,41120.459800000004,21803896.0258,-616747.1506,0.09219837504062399,-24346.658000000003
641.0,4757.3071,13786.481800000001,6689453.3979,-213690.46790000002,0.08551282051282051,-9029.174700000001
642.0,5616.1616,7154.631400000002,6889626.242800002,-110896.7867,0.1584061082024433,-1538.4698000000017
643.0,4958.9512,13928.3795,6082153.6468,-239568.12740000003,0.17156096491228068,-8969.4283
644.0,6213.6256,14010.530800000002,7620235.095199999,-224168.49280000004,0.09504107485604606,-7796.905200000002
645.0,9708.79,538285.1908,13827796.435600001,-6290668.5828,0.004164119491665291,-528576.4008
646.0,5855.1472,30022.566000000003,7183533.721,-546410.7012000001,0.0985261640798226,-24167.418800000003
647.0,56325.918600000005,27744.7345,61357700.66160001,-510503.1148,0.5153318153067679,28581.184100000006
648.0,19962.7659,75750.9669,21743888.235299997,-984762.5697,0.07557455138662315,-55788.201
649.0,8805.1257,187484.2032,9610305.5279,-2499789.376,0.011202412048476289,-178679.07749999998
650.0,16766.3335,255064.84990000003,18980437.9961,-3400712.8099000007,0.017388630490956073,-238298.51640000002
651.0,9141.199200000001,8289.812999999998,11240247.066300001,-110530.84000000001,0.284944741873805,851.3862000000026
652.0,6333.1184,14720.019299999998,7796068.750400001,-201173.5971,0.1332832241153342,-8386.900899999997
653.0,8215.130000000001,14025.467400000001,8051648.913,-191681.38780000003,0.14299510869565218,-5810.3374
654.0,9634.107,7236.782699999999,9430827.3423,-101314.95779999997,0.276375,2397.324300000001
655.0,672.1469999999999,98267.8914,1110722.9175,-1356616.695,-0.0013554960889254838,-97595.7444
656.0,9708.79,14787.234000000002,9512672.442,-170053.19100000002,0.20015519999999998,-5078.444000000001
657.0,9678.916799999999,40373.629799999995,11922005.768400002,-679622.7683,0.14161307619943558,-30694.712999999996
658.0,14712.551,26198.7964,14428598.765700001,-327484.955,0.17580344506517692,-11486.2454
659.0,14047.872300000003,33667.09640000001,12484727.2368,-429255.4791,0.12436201848998459,-19619.224100000007
660.0,39947.936700000006,61008.542700000005,40302068.5494,-768525.4115000002,0.19922894241625896,-21060.606
661.0,12277.885199999999,23241.349600000005,9998291.1812,-302137.5448,0.14189158469945354,-10963.464400000006
662.0,19342.897,48633.5696,18986987.6952,-693028.3668000001,0.22828965517241379,-29290.6726
663.0,44989.0392,70142.2736,36651070.6016,-1034598.5356000001,0.28454773269689737,-25153.2344
664.0,25810.444799999997,67662.79800000001,20994645.974400003,-771355.8972,0.12894685714285714,-41852.35320000001
665.0,62255.7488,111382.2262,47844050.7972,-1703593.9130000002,0.23296282051282047,-49126.4774
666.0,5257.6832,28192.8325,4687463.5584,-349591.123,0.07092039072039072,-22935.1493
667.0,17655.0612,398060.39,14397702.408599999,-5015560.914000001,0.011570986460348162,-380405.3288
668.0,39417.6874,121188.10410000001,27431894.881300002,-1710098.8023,0.15798761467889907,-81770.4167
669.0,8932.0868,37640.232,6717616.3572,-481794.9696,0.07590654545454546,-28708.145200000006
670.0,76751.7191,371846.657,49479451.6629,-4979227.6345,0.06938225430833721,-295094.9379
671.0,6721.469999999999,41576.0261,5567468.284000001,-497209.54079999996,0.0699901030927835,-34854.5561
672.0,14951.536600000001,67827.1006,13355799.8756,-844993.3352000001,0.0994767220902613,-52875.564000000006
673.0,6362.9916,174810.49810000003,5207048.126,-3580205.9321000003,0.016477534039334333,-168447.50650000002
674.0,14675.209500000003,36691.757900000004,9517362.534400001,-413878.24940000003,0.14511309523809526,-22016.5484
675.0,124399.4731,221420.15840000001,82242219.0842,-2535749.2405000003,0.19611611539875046,-97020.68530000001
676.0,21837.3092,378306.7365,12463965.3628,-5097547.911400001,0.020643742151527835,-356469.4273
677.0,16602.0309,60388.673800000004,10926735.3006,-713618.4698999999,0.1250026508226691,-43786.642900000006
678.0,13622.179200000002,147379.4322,8366691.6802,-2644958.1914000004,0.06243977180114101,-133757.253
679.0,13935.847800000001,284900.7084,8062851.362999999,-4712206.036300001,0.020002184574230936,-270964.8606
680.0,95870.5671,710668.4914,53244916.2448,-9522724.7738,0.06563195067264574,-614797.9243000001
681.0,26990.4362,82890.66170000001,15480725.401400002,-1632547.9751,0.2543567901234568,-55900.225500000015
682.0,21994.143500000002,51777.723900000005,11891557.5093,-565044.1097000001,0.15798041666666668,-29783.580400000003
683.0,27946.378600000004,51576.07980000001,15182762.636300001,-484446.2161,0.16835705731394354,-23629.701200000003
684.0,30918.762000000002,64675.477999999996,15865268.1684,-894201.9639000001,0.2556906887755102,-33756.71599999999
685.0,133555.60890000002,177745.54,70368062.71390001,-2003274.3871,0.25829559819413095,-44189.93109999999
686.0,55818.074199999995,38670.8574,27060996.6984,-403168.7072,0.39882279329608933,17147.216799999995
