strike,call_gex,put_gex,call_dex,put_dex,net_greek_delta,net_gex
14.0,21332585.866800003,19042959.4754,110068818.2237,-46783474.29349999,0.20633702414428393,2289626.391400002
14.5,1278845.8738,3637620.1443999996,4628505.6429,-7473782.5956999995,-0.10686592571907287,-2358774.2705999995
15.0,45403536.063,7136953.3037,189128109.45389998,-23378098.457099997,0.40908273842291853,38266582.7593
15.5,2519252.9463,4444138.907000001,6811510.416799999,-13962085.978799999,-0.18133818538351307,-1924885.9607000006
16.0,25928673.7201,3089341.0881,85060448.06009999,-15328709.76,0.2965193728698885,22839332.632
16.5,4739966.107099999,307875.0228,10168698.7182,-1648393.9241999998,0.23139738308698812,4432091.084299998
17.0,17217722.143099997,1741467.1872999999,50817067.9653,-12132240.8796,0.21284629375092046,15476254.955799997
17.5,747858.397,213374.3884,1501836.3937999997,-1562483.9861999997,-0.006525632000000009,534484.0086000001
18.0,6651824.312099999,107327.0503,17972648.8459,-933784.9959,0.22038639816898428,6544497.261799999
18.5,297307.65729999996,24464.4214,568828.3553999999,-248429.96729999996,0.07901221122112212,272843.23589999997
