strike,call_gex,put_gex,call_dex,put_dex,net_greek_delta,net_gex
3.0,30809.300499999994,1112971.7415,150911.981,-881117.0429999998,-0.11277059651401969,-1082162.441
3.5,66958.118,561453.3319999999,191873.514,-443109.811,-0.123841395991707,-494495.2139999999
4.0,1419888.4685,1055709.1545,2485212.889499999,-1201845.2225000001,0.18054011143434737,364179.314
