strike,call_gex,put_gex,net_gex
32.8,85820.65799999998,157705.59999999998,-71884.942
33.0,30851.157999999996,33675.452999999994,-2824.2949999999983
33.8,279010.018,438501.17899999995,-159491.16099999996
34.0,57160.698,61899.448,-4738.75
34.8,167251.338,119757.69,47493.64799999999
35.0,295902.714,375164.9419999999,-79262.22799999994
35.8,226015.62899999996,184860.533,41155.09599999996
36.0,100234.04,33853.63,66380.41
36.8,556897.8999999999,75846.537,481051.3629999999
37.0,70292.722,88216.56999999998,-17923.847999999984
37.8,150093.27200000003,50526.448000000004,99566.82400000002
38.0,94600.61399999997,12362.451,82238.16299999997
38.8,638116.284,35188.062,602928.222
39.0,36712.043999999994,5618.261999999999,31093.781999999996
39.8,330480.425,66842.912,263637.513
40.0,471031.74999999994,24311.682999999997,446720.0669999999
40.8,141032.78199999998,9287.95,131744.83199999997
41.0,59226.79299999999,7771.55,51455.24299999999
41.8,7604.746,0.0,7604.746
42.0,54632.10099999999,2502.059999999999,52130.04099999999
42.8,20331.132999999998,0.0,20331.132999999998
43.0,8908.849999999999,288.116,8620.733999999999
