strike,call_gex,put_gex,net_gex
15.43,668592.405,355357.8,313234.60500000004
15.5,14330.204999999998,325442.475,-311112.26999999996
16.0,99399.57749999998,1752863.85,-1653464.2725000002
16.43,185576.33250000002,405003.37500000006,-219427.04250000004
16.5,62578.66499999999,2100837.915,-2038259.25
17.0,947654.5725,6086264.872499999,-5138610.299999999
17.43,377114.39999999997,943752.9599999998,-566638.5599999998
17.5,2178544.8825,3628435.635,-1449890.7525
18.0,2493340.1325,8700563.879999999,-6207223.747499999
18.43,431393.9175,469025.36999999994,-37631.452499999956
18.5,1929259.3949999998,4627077.795,-2697818.4000000004
19.0,1950068.5875,3011104.5524999993,-1061035.9649999994
19.43,587972.1149999999,321787.935,266184.1799999999
19.5,1158766.47,1369318.4549999998,-210551.98499999987
20.0,2633327.1449999996,1687704.255,945622.8899999997
20.43,813293.3474999998,0.0,813293.3474999998
