strike,call_gex,put_gex,net_gex
46.5,131243.076,104342.254,26900.822
47.0,845073.6680000001,584082.6079999999,260991.06000000017
47.5,397147.355,133160.694,263986.66099999996
48.0,1022902.9440000001,991668.5219999999,31234.422000000253
48.5,115203.339,24441.503999999997,90761.835
49.0,1740157.08,245411.768,1494745.3120000002
49.5,238716.356,120235.732,118480.624
50.0,5206343.704,938511.501,4267832.203
50.5,142147.49699999997,5081.146,137066.35099999997
51.0,885381.5650000002,201079.03999999998,684302.5250000001
51.5,286905.988,17702.756,269203.232
52.0,1520622.321,538796.488,981825.833
52.5,130896.388,16435.178,114461.21
53.0,1765335.296,123177.16300000002,1642158.1330000001
53.5,9257.653000000002,0.0,9257.653000000002
54.0,821190.1149999999,96482.187,724707.9279999998
54.5,7134.189,254.59900000000002,6879.59
55.0,2650093.9060000004,208056.13600000003,2442037.7700000005
55.5,3488.5480000000002,487.53000000000003,3001.018
56.0,1498867.6490000002,12594.525000000001,1486273.1240000003
56.5,650.04,216.68,433.35999999999996
57.0,511570.64600000007,53005.344999999994,458565.3010000001
57.5,7145.023,189.59500000000003,6955.428
58.0,1478781.4130000002,24734.022,1454047.391
58.5,2237.2210000000005,0.0,2237.2210000000005
59.0,157071.332,51840.69,105230.64199999999
59.5,325.02,4869.883000000001,-4544.863000000001
60.0,2809944.159,48807.17,2761136.989
60.5,552.534,0.0,552.534
61.0,282951.578,14095.034,268856.544
61.5,1224.2420000000002,0.0,1224.2420000000002
62.0,152775.651,36088.054000000004,116687.59700000001
