strike,call_gex,put_gex,net_gex
42.0,1126739.318,1083632.442,43106.87599999993
42.5,170414.406,356662.886,-186248.48
43.0,870327.7279999999,736798.7899999999,133528.93799999997
43.5,180440.52,121937.628,58502.89199999999
44.0,1822291.748,922599.3679999999,899692.38
44.5,279087.244,40512.982,238574.262
45.0,3872595.1459999993,640362.044,3232233.101999999
45.5,150416.31999999998,34503.22,115913.09999999998
46.0,1616936.064,400606.5019999999,1216329.5620000002
46.5,120815.41199999998,17812.718,103002.69399999999
47.0,1735428.2920000001,280012.58,1455415.712
47.5,273938.832,62730.89,211207.94199999998
48.0,1472893.7340000002,324724.02799999993,1148169.7060000002
48.5,10956.372000000001,1506.132,9450.240000000002
49.0,1696003.072,160737.75400000002,1535265.318
49.5,43269.301999999996,63789.12,-20519.818000000007
50.0,5529010.572,313679.06,5215331.512
50.5,12359.142,1619.3379999999997,10739.804
51.0,571025.8300000001,29743.646,541282.1840000001
51.5,64788.28599999999,915.4920000000001,63872.793999999994
52.0,1303099.5,15327.108,1287772.392
52.5,36939.60999999999,6935.097999999999,30004.511999999995
53.0,347325.85199999996,13082.676,334243.176
54.0,359099.276,1801.452,357297.824
55.0,1398044.88,84914.344,1313130.5359999998
56.0,247414.174,7624.178000000001,239789.99599999998
