strike,call_gex,put_gex,call_dex,put_dex,net_gex,net_dex
15.5,0.0,1.596321589884224e-14,0.0,0.0,-1.596321589884224e-14,0.0
16.0,0.0,6.63437028223084e-08,0.0,0.0,-6.63437028223084e-08,0.0
16.5,0.0,1.0897444351366358e-05,0.0,0.0,-1.0897444351366358e-05,0.0
17.0,0.005794850975020633,1.7944721852647223,0.0,0.0,-1.7886773342897018,0.0
17.5,0.0,39.99352597878926,0.0,0.0,-39.99352597878926,0.0
18.0,1410.1503139876882,33513.10355586365,0.0,0.0,-32102.953241875963,0.0
18.5,2105.4996910069617,118509.55403667755,0.0,0.0,-116404.0543456706,0.0
19.0,406880.8493101232,1813560.3637392216,0.0,0.0,-1406679.5144290985,0.0
19.5,112231.08802000238,2077043.8344523727,0.0,0.0,-1964812.7464323703,0.0
20.0,13345688.303702392,988365.5700936893,0.0,0.0,12357322.733608702,0.0
20.5,351524.04336693446,32231.76432063583,0.0,0.0,319292.27904629864,0.0
21.0,114742.78471987096,47.832745662421026,0.0,0.0,114694.95197420854,0.0
21.5,174.003346784335,0.0,0.0,0.0,174.003346784335,0.0
22.0,7.425774222472614,0.03206292842172977,0.0,0.0,7.393711294050885,0.0
22.5,0.0002740199212459395,2.1078455480456886e-05,0.0,0.0,0.0002529414657654826,0.0
23.0,9.447451942680334e-06,0.0,0.0,0.0,9.447451942680334e-06,0.0
