strike,call_gex,put_gex,net_gex
16.43,240440.109,262141.42499999996,-21701.315999999963
16.5,9516.779999999999,143338.377,-133821.597
17.0,66038.427,638841.5669999999,-572803.1399999999
17.43,506797.2,582167.04,-75369.84000000003
17.5,17907.981,437441.277,-419533.296
18.0,49791.105,2554061.0549999997,-2504269.9499999997
18.43,567910.98,286506.67499999993,281404.30500000005
18.5,63105.041999999994,2578860.102,-2515755.06
19.0,553303.296,6370775.228999999,-5817471.932999999
19.43,768474.252,203959.11899999998,564515.133
19.5,262005.74399999998,5393726.793,-5131721.049
20.0,1848170.142,5591498.094,-3743327.9519999996
20.43,1055850.432,307233.38100000005,748617.051
20.5,2011006.4519999998,1880735.493,130270.9589999998
21.0,1594612.9289999998,1163825.754,430787.1749999998
21.43,789537.294,121338.94499999999,668198.349
21.5,1015096.4460000001,1723886.346,-708789.8999999998
