strike,put_gex,put_dex,net_greek_delta,call_gex,call_dex,net_gex
5850.0,0.0,1463571.66273,0.002716475095785441,0.0,0.0,0.0
5875.0,0.0,-198652.157513,-0.0010772388059701492,0.0,0.0,0.0
5900.0,0.0,-684169.8656569999,-0.001133751425313569,0.0,0.0,0.0
5925.0,0.0,-464118.047255,-0.0012513914656771801,0.0,0.0,0.0
5950.0,0.0,-487857.22091000003,-0.001406746031746032,0.0,0.0,0.0
5975.0,0.0,-350445.250507,-0.0014069060773480662,0.0,0.0,0.0
6000.0,0.0,-9076690.249288999,-0.002177467811158798,0.0,0.0,0.0
6025.0,0.0,-302141.192809,-0.0019429203539823008,0.0,0.0,0.0
6050.0,0.0,-387946.263962,-0.0015926553672316387,0.0,0.0,0.0
6075.0,0.0,-310191.86909199995,-0.001774803149606299,0.0,0.0,0.0
6100.0,0.0,-2741220.8697619997,-0.0010088123575588757,0.0,0.0,0.0
6125.0,0.0,-477054.17666699993,-0.002081981981981982,0.0,0.0,0.0
6150.0,0.0,-915093.537501,-0.0026544910179640718,0.0,0.0,0.0
6175.0,0.0,-1145053.880559,-0.0024508100147275402,0.0,0.0,0.0
6200.0,0.0,12932620.142850999,0.00991815303430079,0.0,0.0,0.0
6225.0,0.0,-1186270.5907599998,-0.0024350282485875703,0.0,0.0,0.0
6250.0,0.0,-6105509.036468999,-0.0025468140068886334,0.0,0.0,0.0
6275.0,0.0,-2536444.693538,-0.004908388814913449,0.0,0.0,0.0
6290.0,0.0,-89796.004695,-0.0029000000000000002,0.0,0.0,0.0
6300.0,0.0,-8271347.384192999,-0.0037089478556001235,0.0,0.0,0.0
6310.0,0.0,-10321.37985,-0.003,0.0,0.0,0.0
6320.0,0.0,582401.0603359999,0.017273469387755102,0.0,0.0,0.0
6325.0,0.0,-1567679.980817,-0.0039213425129087775,0.0,0.0,0.0
6330.0,0.0,-95369.549814,-0.0033,0.0,0.0,0.0
6340.0,0.0,-166036.59718699998,-0.0037703125,0.0,0.0,0.0
6350.0,0.0,-1798053.1790689998,-0.0017812542603953645,0.0,0.0,0.0
6360.0,0.0,-562308.774228,-0.007857692307692307,0.0,0.0,0.0
6370.0,2408.321965,-424208.71183499997,-0.005360869565217392,0.0,0.0,-2408.321965
6375.0,217781.114835,-18012872.114219997,-0.007462371721778792,0.0,0.0,-217781.114835
6380.0,2958.795557,-404942.13611499994,-0.006396739130434783,0.0,0.0,-2958.795557
6390.0,2339.5127660000003,-366753.03067,-0.007013157894736843,0.0,0.0,-2339.5127660000003
6400.0,221565.62078000003,-23537149.846736003,-0.005528753838694036,0.0,0.0,-221565.62078000003
6410.0,481.66439299999996,-114154.461141,-0.006380769230769231,0.0,0.0,-481.66439299999996
6420.0,3578.078348,5957362.831022,0.04026883720930233,0.0,0.0,-3578.078348
6425.0,27661.297998,-5038484.787575999,-0.007580124223602484,0.0,0.0,-27661.297998
6430.0,2545.9403629999997,-626094.9017009999,-0.007164566929133857,0.0,0.0,-2545.9403629999997
6435.0,0.0,-130049.38610999999,-0.0054,0.0,0.0,0.0
6440.0,1857.848373,-641439.353078,-0.0018278431372549019,0.0,0.0,-1857.848373
6445.0,0.0,-317898.49937999994,-0.0055,0.0,0.0,0.0
6450.0,20573.950501,-3388921.8599490016,-0.0016460895721925137,0.0,0.0,-20573.950501
6455.0,0.0,-152756.42178,-0.006,0.0,0.0,0.0
6460.0,9564.478661000001,-915644.0110930001,-0.003616032608695652,0.0,0.0,-9564.478661000001
6465.0,2201.894368,-140921.239552,-0.0064,0.0,0.0,-2201.894368
6470.0,38533.15144,-3138593.9939869996,-0.008145178571428572,0.0,0.0,-38533.15144
6475.0,60001.621528,-5409916.843778,-0.009016284403669726,0.0,0.0,-60001.621528
6480.0,43143.367773000005,-2960997.4513679994,-0.007670588235294118,0.0,0.0,-43143.367773000005
6485.0,4816.64393,-370193.49062000006,-0.010150943396226415,0.0,0.0,-4816.64393
6490.0,251153.57635000002,-20839278.772343997,-0.015288036345280162,0.0,0.0,-251153.57635000002
6495.0,19335.384919,-1582405.149403,-0.012167724867724865,0.0,0.0,-19335.384919
