strike,call_gex,put_gex,call_dex,put_dex,net_gex,net_dex
60.0,0.016476093421444394,0.0066626157053861065,0.0,0.0,0.009813477716058287,0.0
61.0,0.03578339089428799,0.12793524163818018,0.0,0.0,-0.09215185074389219,0.0
61.5,0.0,0.003266988342187033,0.0,0.0,-0.003266988342187033,0.0
62.0,0.30114591723507694,0.8323338545802822,0.0,0.0,-0.5311879373452053,0.0
62.5,0.0189490010809909,0.14527567495426358,0.0,0.0,-0.12632667387327268,0.0
63.0,0.7390643230710383,3.1545428423763826,0.0,0.0,-2.4154785193053443,0.0
63.5,7.251930473614449,15.720627805217898,0.0,0.0,-8.46869733160345,0.0
64.0,54.025538226636385,52.78071015689822,0.0,0.0,1.244828069738162,0.0
64.5,43.481972601988616,53.74854946634703,0.0,0.0,-10.266576864358413,0.0
65.0,1722.7145553034318,562.6467804765749,0.0,0.0,1160.0677748268567,0.0
65.5,59.38674488943702,201.0012903950176,0.0,0.0,-141.6145455055806,0.0
66.0,2544.5688887710544,793.1947907640441,0.0,0.0,1751.3740980070102,0.0
66.5,233.02422466254768,220.4283206267343,0.0,0.0,12.59590403581339,0.0
67.0,5245.787749622996,2324.8377526738277,0.0,0.0,2920.949996949168,0.0
67.5,732.5499554410557,107.72793462368466,0.0,0.0,624.822020817371,0.0
68.0,15441.124840132028,8222.864071491995,0.0,0.0,7218.260768640033,0.0
68.5,34970.91848577741,245.84125473305738,0.0,0.0,34725.07723104435,0.0
69.0,21286.410140438566,66969.57345553505,0.0,0.0,-45683.163315096484,0.0
69.5,6923.358395361458,15614.382764006692,0.0,0.0,-8691.024368645234,0.0
70.0,345594.9702234156,31476.12182332224,0.0,0.0,314118.8484000933,0.0
70.5,11354.130109263959,0.0,0.0,0.0,11354.130109263959,0.0
71.0,113368.40975779129,73709.49609693851,0.0,0.0,39658.91366085278,0.0
71.5,14977.042415687478,1549.3492154159458,0.0,0.0,13427.693200271533,0.0
72.0,253095.1073335935,263347.061048372,0.0,0.0,-10251.953714778501,0.0
72.5,98001.25359179011,0.0,0.0,0.0,98001.25359179011,0.0
73.0,209865.8566937701,231028.80022591498,0.0,0.0,-21162.943532144884,0.0
74.0,335082.9387032142,214285.0140923376,0.0,0.0,120797.92461087662,0.0
75.0,2958695.12111569,242926.73490751063,0.0,0.0,2715768.3862081794,0.0
76.0,109770.90427613581,180973.65299579146,0.0,0.0,-71202.74871965565,0.0
77.0,52927.035394452236,1579.911504312007,0.0,0.0,51347.12389014023,0.0
78.0,35154.38796063266,12276.13547831617,0.0,0.0,22878.25248231649,0.0
79.0,15058.923737413492,350.2075287770579,0.0,0.0,14708.716208636433,0.0
80.0,176744.04776742842,11573.694581884878,0.0,0.0,165170.35318554353,0.0
81.0,4333.548130159362,196.97946046178916,0.0,0.0,4136.568669697573,0.0
82.0,3115.4465171038582,2136.3061831569316,0.0,0.0,979.1403339469266,0.0
83.0,745.0784396993425,0.0,0.0,0.0,745.0784396993425,0.0
84.0,773.9363019571515,0.0,0.0,0.0,773.9363019571515,0.0
85.0,1120.6613077911704,0.0,0.0,0.0,1120.6613077911704,0.0
