strike,call_gex,put_gex,call_dex,put_dex,net_gex,net_dex
55.0,0.00017761483633554925,5.352775889564497e-05,0.0,0.0,0.00012408707743990428,0.0
60.0,642.9990524574496,837.2865359338012,0.0,0.0,-194.28748347635167,0.0
61.0,0.0,563.6869313714676,0.0,0.0,-563.6869313714676,0.0
61.5,0.0,60.64759547490624,0.0,0.0,-60.64759547490624,0.0
62.0,477.7459714840411,836.0554500970718,0.0,0.0,-358.3094786130307,0.0
62.5,215.716235638814,2804.3110633045817,0.0,0.0,-2588.5948276657678,0.0
63.0,2864.3050971570156,11815.25852577269,0.0,0.0,-8950.953428615674,0.0
63.5,0.0,24075.88080325592,0.0,0.0,-24075.88080325592,0.0
64.0,8486.037315098822,136548.0549793174,0.0,0.0,-128062.0176642186,0.0
65.0,314140.22027198365,570061.4035823641,0.0,0.0,-255921.18331038044,0.0
66.0,220172.71217666182,124199.99148427077,0.0,0.0,95972.72069239106,0.0
67.0,484157.8778725127,336323.4113465546,0.0,0.0,147834.4665259581,0.0
68.0,297380.9903368446,276139.49102707003,0.0,0.0,21241.499309774546,0.0
69.0,208299.2629217814,69571.953815875,0.0,0.0,138727.3091059064,0.0
70.0,238743.38647493644,43452.94854180503,0.0,0.0,195290.4379331314,0.0
71.0,6594.05788932895,669.7090043849716,0.0,0.0,5924.348884943978,0.0
72.0,3023.822286805425,1212.0806634874068,0.0,0.0,1811.7416233180181,0.0
73.0,542.373976492526,329.4795184300392,0.0,0.0,212.89445806248682,0.0
74.0,122.2670720373275,16.70983317843476,0.0,0.0,105.55723885889273,0.0
75.0,56.091053287600474,13.059367368487132,0.0,0.0,43.03168591911334,0.0
76.0,2.263193470826501,1.5917601137526545,0.0,0.0,0.6714333570738467,0.0
77.0,0.07274545116164052,0.001558831096320868,0.0,0.0,0.07118662006531966,0.0
