strike,call_gex,put_gex,net_gex
31.0,1.9778908740687553e-109,2.5173156579056884e-109,-5.394247838369331e-110
32.0,2.2002967081221014e-78,3.8928326374467945e-78,-1.6925359293246931e-78
33.0,1.0470125506079793e-53,2.792033468287945e-53,-1.7450209176799658e-53
34.0,0.0,1.4163908804540264e-33,-1.4163908804540264e-33
35.0,6.608619305189877e-17,1.1201049669813351e-17,5.488514338208542e-17
36.0,2.932894092743386e-06,2.707286854840049e-06,2.2560723790333682e-07
37.0,21.397300987698518,10.698650493849259,10.698650493849259
38.0,23563.264404322188,19636.05367026849,3927.210734053697
39.0,10714.235939475977,26785.589848689942,-16071.353909213965
40.0,16.575513574144946,11.664250292916812,4.911263281228134
41.0,1.62143132482405e-06,7.134297829225819e-06,-5.512866504401769e-06
42.0,1.4524995717057834e-14,3.227776826012852e-16,1.4202218034456548e-14
43.0,4.933607151236007e-26,8.538935454062322e-27,4.0797136058297747e-26
44.0,0.0,0.0,0.0
45.0,1.0574049298627544e-57,1.0574049298627544e-57,0.0
46.0,0.0,0.0,0.0
