strike,call_gex,put_gex,net_gex,abs_net_gex,GSI
681.0,2160552.5549999997,1463480.298,697072.2569999998,697072.2569999998,0.596173556542535
682.0,3278592.0719999997,1651952.568,1626639.5039999997,1626639.5039999997,0.6649553571428571
683.0,2462658.471,760630.059,1702028.412,1702028.412,0.7640204865556979
684.0,2738006.8275,406453.5195,2331553.308,2331553.308,0.8707398171238571
685.0,28770635.943,11494057.05,17276578.893,17276578.893,0.7145375713656071
686.0,3802462.44,1619210.6700000002,2183251.7699999996,2183251.7699999996,0.7013448363359552
687.0,3647007.21,601185.27,3045821.94,3045821.94,0.8584844559585492
688.0,5246957.94,9054097.794000002,-3807139.854000001,3807139.854000001,0.36689304884852914
689.0,3824473.8000000003,541685.8125000001,3282787.9875000003,3282787.9875000003,0.8759354076408034
690.0,41260294.32,8747864.748,32512429.572,32512429.572,0.8250712501513033
691.0,2589086.22,335122.956,2253963.2640000004,2253963.2640000004,0.8853970643582989
692.0,1573812.24,391458.28050000005,1182353.9594999999,1182353.9594999999,0.8008120121801826
693.0,5000705.850000001,47668.35150000001,4953037.498500001,4953037.498500001,0.9905576826127832
694.0,2514797.88,13757.1,2501040.78,2501040.78,0.9945593035908596
695.0,28627149.39,2019198.3525,26607951.0375,26607951.0375,0.9341129204215157
696.0,3322339.65,132068.16,3190271.4899999998,3190271.4899999998,0.961768219832736
697.0,1837535.8469999998,30059.2635,1807476.5834999997,1807476.5834999997,0.9839048285514345
698.0,2769373.0154999997,28477.197,2740895.8184999996,2740895.8184999996,0.9898217578365088
699.0,2652093.738,6190.695,2645903.043,2645903.043,0.9976711690731254
700.0,56354653.2255,2709598.416,53645054.8095,53645054.8095,0.9541245619694575
701.0,3282375.2745000003,11005.68,3271369.5945,3271369.5945,0.9966582426533552
702.0,3066182.4480000003,0.0,3066182.4480000003,3066182.4480000003,1.0
703.0,2996296.3799999994,1031.7825,2995264.597499999,2995264.597499999,0.9996557659208261
704.0,2468161.3109999998,962.9970000000001,2467198.314,2467198.314,0.999609984399376
705.0,20949999.735,291512.94899999996,20658486.786,20658486.786,0.986276262272998
706.0,2212279.251,0.0,2212279.251,2212279.251,1.0
707.0,994638.3300000001,0.0,994638.3300000001,994638.3300000001,1.0
708.0,1541276.6985,0.0,1541276.6985,1541276.6985,1.0
709.0,645207.9900000001,0.0,645207.9900000001,645207.9900000001,1.0
710.0,16028397.21,19672.653,16008724.557,16008724.557,0.9987741421137905
711.0,774455.9445,1375.71,773080.2345,773080.2345,0.9982267931554216
712.0,672997.332,0.0,672997.332,672997.332,1.0
713.0,330789.4695,0.0,330789.4695,330789.4695,1.0
714.0,457905.07350000006,0.0,457905.07350000006,457905.07350000006,1.0
715.0,6761064.366,39620.448,6721443.9180000005,6721443.9180000005,0.9941740502488167
716.0,211309.056,0.0,211309.056,211309.056,1.0
717.0,284084.115,550.284,283533.831,283533.831,0.9980666988883519
718.0,356308.89,0.0,356308.89,356308.89,1.0
719.0,143899.266,0.0,143899.266,143899.266,1.0
720.0,5025743.772000001,3851.9880000000003,5021891.784000001,5021891.784000001,0.999234135667396
725.0,3965759.2170000006,0.0,3965759.2170000006,3965759.2170000006,1.0
730.0,2747568.012,0.0,2747568.012,2747568.012,1.0
735.0,1414229.8800000001,0.0,1414229.8800000001,1414229.8800000001,1.0
740.0,1434796.7445,5502.84,1429293.9045,1429293.9045,0.996179378193801
745.0,715025.2725,0.0,715025.2725,715025.2725,1.0
750.0,1406594.6895,0.0,1406594.6895,1406594.6895,1.0
755.0,0.0,0.0,0.0,0.0,0.0
760.0,0.0,0.0,0.0,0.0,0.0
765.0,0.0,0.0,0.0,0.0,0.0
770.0,0.0,0.0,0.0,0.0,0.0
775.0,0.0,0.0,0.0,0.0,0.0
780.0,0.0,0.0,0.0,0.0,0.0
785.0,0.0,0.0,0.0,0.0,0.0
790.0,0.0,0.0,0.0,0.0,0.0
795.0,0.0,0.0,0.0,0.0,0.0
800.0,0.0,0.0,0.0,0.0,0.0
805.0,0.0,0.0,0.0,0.0,0.0
810.0,0.0,0.0,0.0,0.0,0.0
815.0,0.0,0.0,0.0,0.0,0.0
820.0,0.0,0.0,0.0,0.0,0.0
825.0,0.0,0.0,0.0,0.0,0.0
830.0,0.0,0.0,0.0,0.0,0.0
835.0,0.0,0.0,0.0,0.0,0.0
840.0,0.0,0.0,0.0,0.0,0.0
850.0,0.0,0.0,0.0,0.0,0.0
860.0,0.0,0.0,0.0,0.0,0.0
865.0,0.0,0.0,0.0,0.0,0.0
870.0,0.0,0.0,0.0,0.0,0.0
875.0,0.0,0.0,0.0,0.0,0.0
880.0,0.0,0.0,0.0,0.0,0.0
885.0,0.0,0.0,0.0,0.0,0.0
890.0,0.0,0.0,0.0,0.0,0.0
895.0,0.0,0.0,0.0,0.0,0.0
900.0,0.0,0.0,0.0,0.0,0.0
905.0,0.0,0.0,0.0,0.0,0.0
925.0,0.0,68.7855,-68.7855,68.7855,0.0
930.0,0.0,0.0,0.0,0.0,0.0
935.0,0.0,0.0,0.0,0.0,0.0
940.0,0.0,0.0,0.0,0.0,0.0
945.0,0.0,0.0,0.0,0.0,0.0
955.0,0.0,0.0,0.0,0.0,0.0
970.0,0.0,0.0,0.0,0.0,0.0
975.0,0.0,0.0,0.0,0.0,0.0
980.0,0.0,0.0,0.0,0.0,0.0
985.0,0.0,0.0,0.0,0.0,0.0
995.0,0.0,0.0,0.0,0.0,0.0
1000.0,0.0,0.0,0.0,0.0,0.0
