strike,call_gex,put_gex,net_gex,abs_net_gex,GSI
210.0,0.0,0.0,0.0,0.0,0.0
215.0,0.0,0.0,0.0,0.0,0.0
220.0,0.0,0.0,0.0,0.0,0.0
225.0,0.0,0.0,0.0,0.0,0.0
230.0,0.0,0.0,0.0,0.0,0.0
235.0,0.0,0.0,0.0,0.0,0.0
240.0,0.0,0.0,0.0,0.0,0.0
245.0,0.0,0.0,0.0,0.0,0.0
250.0,0.0,0.0,0.0,0.0,0.0
255.0,0.0,0.0,0.0,0.0,0.0
260.0,0.0,0.0,0.0,0.0,0.0
265.0,0.0,0.0,0.0,0.0,0.0
270.0,0.0,0.0,0.0,0.0,0.0
275.0,0.0,0.0,0.0,0.0,0.0
280.0,0.0,0.0,0.0,0.0,0.0
285.0,0.0,0.0,0.0,0.0,0.0
290.0,0.0,0.0,0.0,0.0,0.0
295.0,0.0,0.0,0.0,0.0,0.0
300.0,0.0,0.0,0.0,0.0,0.0
305.0,0.0,0.0,0.0,0.0,0.0
310.0,0.0,0.0,0.0,0.0,0.0
315.0,0.0,0.0,0.0,0.0,0.0
320.0,0.0,0.0,0.0,0.0,0.0
325.0,0.0,0.0,0.0,0.0,0.0
330.0,0.0,0.0,0.0,0.0,0.0
335.0,0.0,0.0,0.0,0.0,0.0
340.0,0.0,0.0,0.0,0.0,0.0
345.0,0.0,0.0,0.0,0.0,0.0
350.0,0.0,0.0,0.0,0.0,0.0
355.0,0.0,0.0,0.0,0.0,0.0
360.0,0.0,0.0,0.0,0.0,0.0
365.0,0.0,0.0,0.0,0.0,0.0
370.0,0.0,0.0,0.0,0.0,0.0
375.0,0.0,0.0,0.0,0.0,0.0
380.0,0.0,0.0,0.0,0.0,0.0
385.0,0.0,0.0,0.0,0.0,0.0
390.0,0.0,0.0,0.0,0.0,0.0
395.0,0.0,0.0,0.0,0.0,0.0
400.0,0.0,0.0,0.0,0.0,0.0
405.0,0.0,0.0,0.0,0.0,0.0
410.0,0.0,0.0,0.0,0.0,0.0
415.0,0.0,0.0,0.0,0.0,0.0
420.0,0.0,0.0,0.0,0.0,0.0
425.0,0.0,0.0,0.0,0.0,0.0
430.0,0.0,0.0,0.0,0.0,0.0
435.0,0.0,0.0,0.0,0.0,0.0
440.0,0.0,0.0,0.0,0.0,0.0
445.0,0.0,0.0,0.0,0.0,0.0
450.0,0.0,0.0,0.0,0.0,0.0
455.0,0.0,0.0,0.0,0.0,0.0
460.0,0.0,0.0,0.0,0.0,0.0
465.0,0.0,0.0,0.0,0.0,0.0
470.0,0.0,0.0,0.0,0.0,0.0
475.0,0.0,0.0,0.0,0.0,0.0
480.0,0.0,0.0,0.0,0.0,0.0
485.0,0.0,0.0,0.0,0.0,0.0
490.0,0.0,0.0,0.0,0.0,0.0
495.0,0.0,0.0,0.0,0.0,0.0
500.0,0.0,0.0,0.0,0.0,0.0
505.0,0.0,0.0,0.0,0.0,0.0
510.0,0.0,0.0,0.0,0.0,0.0
515.0,0.0,0.0,0.0,0.0,0.0
520.0,0.0,0.0,0.0,0.0,0.0
525.0,0.0,0.0,0.0,0.0,0.0
530.0,0.0,0.0,0.0,0.0,0.0
535.0,0.0,0.0,0.0,0.0,0.0
540.0,0.0,0.0,0.0,0.0,0.0
545.0,0.0,0.0,0.0,0.0,0.0
550.0,874126.134,0.0,874126.134,874126.134,1.0
555.0,223896.80250000002,0.0,223896.80250000002,223896.80250000002,1.0
560.0,168111.76200000002,0.0,168111.76200000002,168111.76200000002,1.0
565.0,236553.3345,0.0,236553.3345,236553.3345,1.0
570.0,772529.9504999999,0.0,772529.9504999999,772529.9504999999,1.0
575.0,344684.14050000004,2063633.7855,-1718949.645,1718949.645,0.14312235804866905
580.0,442909.8345,1620655.1655,-1177745.3309999998,1177745.3309999998,0.21463333333333334
585.0,220732.66950000002,5843603.3670000015,-5622870.697500002,5622870.697500002,0.03639848916212016
590.0,273491.14800000004,1722801.633,-1449310.4849999999,1449310.4849999999,0.1369995176073324
595.0,269432.80350000004,6640001.885999999,-6370569.082499999,6370569.082499999,0.038994912841342384
600.0,1306718.1435,3243855.3945,-1937137.251,1937137.251,0.28715460426869827
605.0,475995.66000000003,1240615.2780000002,-764619.6180000001,764619.6180000001,0.27728802692739224
610.0,301074.1335,3999739.254,-3698665.1205,3698665.1205,0.07000399840063974
615.0,408310.728,2424413.7330000005,-2016103.0050000004,2016103.0050000004,0.14414064397066675
620.0,765857.7570000001,3398416.4129999997,-2632558.6559999995,2632558.6559999995,0.18391146349520981
621.0,5640.411000000001,126427.74900000001,-120787.338,120787.338,0.04270833333333334
622.0,1100.568,120237.054,-119136.486,119136.486,0.009070294784580499
623.0,825.426,217774.89299999998,-216949.46699999998,216949.46699999998,0.0037759597230962874
624.0,412.713,301693.20300000004,-301280.49000000005,301280.49000000005,0.001366120218579235
625.0,628561.899,4222329.132,-3593767.233,3593767.233,0.12957658602989136
626.0,619.0695000000001,105516.95700000001,-104897.88750000001,104897.88750000001,0.005832793259883344
627.0,10936.8945,466915.97400000005,-455979.07950000005,455979.07950000005,0.022887577371527277
628.0,17333.946,167148.765,-149814.81900000002,149814.81900000002,0.09395973154362415
629.0,2682.6345,243087.95700000002,-240405.3225,240405.3225,0.010915197313182199
630.0,786630.978,6491975.49,-5705344.512,5705344.512,0.10807439328645951
631.0,1238.1390000000001,187578.05849999998,-186339.9195,186339.9195,0.00655737704918033
632.0,206.3565,753407.5815,-753201.225,753201.225,0.00027382256297918953
633.0,1100.568,178292.016,-177191.448,177191.448,0.006134969325153374
634.0,1100.568,156624.5835,-155524.0155,155524.0155,0.0069777583951155684
635.0,1272806.892,8401392.1845,-7128585.2924999995,7128585.2924999995,0.13156715940359637
636.0,193424.82600000003,220388.74200000003,-26963.915999999997,26963.915999999997,0.4674202127659574
637.0,3576.846,570919.6500000001,-567342.8040000001,567342.8040000001,0.006226053639846741
638.0,2476.2780000000002,219013.03200000004,-216536.75400000004,216536.75400000004,0.011180124223602485
639.0,2201.136,229743.57,-227542.434,227542.434,0.00948991696322657
640.0,4684017.408000001,13185354.924000002,-8501337.516000003,8501337.516000003,0.26212545807286053
641.0,1925.9940000000001,283946.544,-282020.55,282020.55,0.0067372473532242546
642.0,23043.1425,3138819.9359999998,-3115776.7934999997,3115776.7934999997,0.007287836926490744
643.0,3095.3475,4002215.5320000006,-3999120.1845000004,3999120.1845000004,0.0007728107987428943
644.0,246939.945,6003254.5125,-5756314.5675,5756314.5675,0.03950916194354261
645.0,2846687.9175,8620542.7875,-5773854.869999999,5773854.869999999,0.24824545618139285
646.0,2407.4925000000003,5813062.605,-5810655.112500001,5810655.112500001,0.0004139807203264534
647.0,825.426,16959065.025000002,-16958239.599000003,16958239.599000003,4.866930021657839e-05
648.0,9905.112000000001,234902.4825,-224997.37050000002,224997.37050000002,0.040460803596515875
649.0,7841.5470000000005,3252591.1530000004,-3244749.6060000006,3244749.6060000006,0.0024050632911392406
650.0,11960010.026999999,31134243.293999996,-19174233.266999997,19174233.266999997,0.27753143645191874
651.0,6603.408,4404885.848999999,-4398282.441,4398282.441,0.0014968659369445228
652.0,9079.686000000002,503097.147,-494017.461,494017.461,0.017727639000805807
653.0,13963.4565,7650048.1680000005,-7636084.7115,7636084.7115,0.0018219513727461203
654.0,17815.4445,7024581.616500001,-7006766.172000001,7006766.172000001,0.0025297415561329134
655.0,3824542.5855000005,14223465.69,-10398923.1045,10398923.1045,0.21190939892751384
656.0,7153.692,662541.936,-655388.244,655388.244,0.01068200493015612
657.0,3851.9880000000003,1290966.2640000002,-1287114.2760000003,1287114.2760000003,0.0029749256268593286
658.0,14307.384,931630.812,-917323.4280000001,917323.4280000001,0.015125072716695753
659.0,33017.04,948689.616,-915672.576,915672.576,0.033632286995515695
660.0,6071214.586499999,31841839.7325,-25770625.146,25770625.146,0.1601352013324189
661.0,9905.112,692119.701,-682214.589,682214.589,0.014109347442680775
662.0,13000.459499999999,581925.33,-568924.8705,568924.8705,0.021852237252861603
663.0,6190.695,799287.51,-793096.8150000001,793096.8150000001,0.007685738684884714
664.0,9629.970000000001,808229.625,-798599.655,798599.655,0.011774600504625738
665.0,8699990.040000001,16756835.655000001,-8056845.615,8056845.615,0.34175470831419386
666.0,50694.9135,961690.0754999999,-910995.1619999999,910995.1619999999,0.0500747384155456
667.0,40858.587,783879.558,-743020.9709999999,743020.9709999999,0.04954128440366972
668.0,28889.91,595132.1460000001,-566242.236,566242.236,0.04629629629629629
669.0,32191.614000000005,813044.61,-780852.9959999999,780852.9959999999,0.03808593750000001
670.0,11534502.924000002,29689610.223,-18155107.299,18155107.299,0.27979990455754417
671.0,60806.382000000005,484662.633,-423856.251,423856.251,0.11147540983606558
672.0,172582.81949999998,1140188.448,-967605.6285000001,967605.6285000001,0.13146450091695047
673.0,196451.38799999998,4668609.456,-4472158.068,4472158.068,0.04038004750593823
674.0,513277.40099999995,2659935.285,-2146657.884,2146657.884,0.16175322986213472
675.0,19659583.755,24541978.545,-4882394.790000003,4882394.790000003,0.4447712418300654
676.0,1130833.6199999999,1459353.168,-328519.5480000002,328519.5480000002,0.4365838113448056
677.0,1322882.7359999998,1921591.728,-598708.9920000001,598708.9920000001,0.4077340569877883
678.0,2817454.08,3069552.9375,-252098.85749999993,252098.85749999993,0.4785885377110475
679.0,3735327.7920000004,2453303.643,1282024.1490000002,1282024.1490000002,0.6035789707680338
680.0,28665531.699,28045086.488999996,620445.2100000046,620445.2100000046,0.5054702737320125
