strike,call_gex,put_gex,call_dex,put_dex,net_gex
15.5,28795.603999999996,265210.84599999996,290278.38300000003,-480590.94999999995,-236415.24199999997
16.0,236333.72449999998,1337740.2164999999,2018817.1174999997,-3451269.8,-1101406.4919999999
16.5,29491.219999999994,1049987.0645,183158.9535,-2370400.2835,-1020495.8445000001
17.0,251883.64049999998,2164103.0404999997,1510611.6615,-5517586.259,-1912219.3999999997
17.5,426206.09699999995,1494628.7969999998,1619415.7859999996,-3597773.0509999995,-1068422.6999999997
18.0,1210804.7885,4292488.7354999995,4789725.559,-12265050.589999998,-3081683.9469999997
18.5,991301.7105,1968096.9289999995,2083449.626,-5748539.8285,-976795.2184999995
19.0,2037761.7844999996,2414754.8609999996,4580747.296,-9708493.3205,-376993.07649999997
19.5,789703.4985,614339.4295,1452928.0669999998,-3132992.873,175364.06900000002
20.0,2639094.644,776231.373,7385673.896,-5282776.006,1862863.2709999997
20.5,782787.1915,55038.8045,1243612.8649999998,-1085756.9435,727748.387
