strike,call_gex,put_gex,net_gex
16.0,153.58812000000003,45756.460750000006,-45602.872630000005
16.5,12243.167280000001,77022.61375,-64779.44647
17.0,2472.0373600000007,298692.32480000006,-296220.28744000004
17.5,26428.127220000006,227950.36810000002,-201522.24088000003
18.0,27629.405730000006,737175.4368200001,-709546.0310900001
18.5,35745.806500000006,456282.8780700001,-420537.0715700001
19.0,96705.66270000002,755423.1682200001,-658717.5055200001
19.5,130829.65179,1076115.1627800001,-945285.5109900001
20.0,330737.38898,1055746.4525800003,-725009.0636000002
20.5,346286.35770000005,529440.1908000001,-183153.83310000005
21.0,580563.0936,475940.329,104622.7646
