strike,call_gex,put_gex,net_gex
5.0,0.0,309.927,-309.927
10.0,441.252,6366.636,-5925.384
11.0,21.012,3761.148,-3740.136
12.0,4076.3280000000004,119561.78200000002,-115485.45400000003
13.0,1912.0920000000003,191729.24700000003,-189817.15500000003
14.0,1666.952,193331.412,-191664.46000000002
14.5,210.12,18721.692,-18511.572
15.0,48812.627,611240.831,-562428.204
15.5,4009.79,112184.819,-108175.02900000001
16.0,79649.48800000001,967700.6560000001,-888051.1680000001
16.5,6986.49,953851.9970000001,-946865.5070000001
17.0,362395.715,2988503.491,-2626107.776
17.5,125003.89,1907334.5330000003,-1782330.6430000004
18.0,450952.54000000004,4191517.5350000006,-3740564.9950000006
18.5,769489.2070000002,3053215.1980000003,-2283725.9910000004
19.0,977539.5250000003,4282597.551000001,-3305058.0260000005
19.5,1355706.4970000002,2306392.686,-950686.189
20.0,2717499.47,2320978.5160000003,396520.9539999999
20.5,1338422.3760000002,900462.256,437960.1200000001
21.0,1838094.7400000005,1049409.32,788685.4200000004
21.5,505856.896,380910.78900000005,124946.10699999996
22.0,1328051.2030000002,509668.82300000003,818382.3800000001
22.5,385064.161,224805.63700000002,160258.524
23.0,1051265.38,207134.545,844130.8349999998
23.5,177666.96600000001,17896.971,159769.99500000002
24.0,534804.4280000001,71762.98400000001,463041.4440000001
24.5,3087.0130000000004,66.538,3020.4750000000004
25.0,367906.1120000001,30341.328,337564.7840000001
25.5,2862.885,0.0,2862.885
26.0,143613.518,173.34900000000002,143440.16900000002
26.5,0.0,0.0,0.0
27.0,63771.42,679.388,63092.032
28.0,69540.96500000001,309.927,69231.03800000002
29.0,32624.632000000005,365.95900000000006,32258.673000000006
30.0,69730.073,1558.39,68171.683
31.0,9940.427000000001,35.02,9905.407000000001
32.0,27716.579000000005,548.063,27168.516000000007
33.0,2453.1510000000003,0.0,2453.1510000000003
34.0,696.8980000000001,148.835,548.0630000000001
35.0,22018.825000000004,805.46,21213.365000000005
