strike,call_gex,put_gex,net_gex
5.0,1827149.5942799998,1381610.2566599997,445539.3376200001
5.5,1551409.09194,2204187.3843,-652778.2923600001
6.0,5271508.78386,4256739.46878,1014769.3150800001
6.5,1656666.78864,423748.0884,1232918.70024
