strike,call_gex,put_gex,call_dex,put_dex,net_gex,net_dex
11.0,2.686337850610541,0.21886019023496228,0.0,0.0,2.467477660375579,0.0
11.5,506.442031225447,40.35174446568176,0.0,0.0,466.09028675976526,0.0
12.0,1235195.541711519,132766.7113165939,0.0,0.0,1102428.830394925,0.0
12.5,3070234.4299770407,869953.6756805335,0.0,0.0,2200280.754296507,0.0
13.0,19580112.950527918,2977175.841389064,0.0,0.0,16602937.109138854,0.0
13.5,16956541.18538984,6966040.153971776,0.0,0.0,9990501.031418063,0.0
14.0,3377878.7775228154,40728.279850644416,0.0,0.0,3337150.497672171,0.0
14.5,37289.56262676298,759.0478631021133,0.0,0.0,36530.51476366087,0.0
15.0,2118.4236522557558,68.96422682580571,0.0,0.0,2049.45942542995,0.0
15.5,7.076257719162427,0.12665443380265454,0.0,0.0,6.949603285359773,0.0
