strike,call_gex,put_gex,net_gex
21.0,0.007162337847351713,0.011937229745586187,-0.0047748918982344745
22.0,2.8431619087099094,10.424926998603002,-7.581765089893093
23.0,90.967412784059,22.74185319601475,68.22555958804425
24.0,1561.6869379309405,2342.530406896411,-780.8434689654705
25.0,15692.881117294084,19480.817938709897,-3787.936821415813
26.0,11917.013643200773,4583.466785846451,7333.546857354322
27.0,11874.273969844648,1396.9734082170175,10477.30056162763
28.0,17217.837799276927,4695.773945257344,12522.063854019583
29.0,1801.710576610392,154.43233513803358,1647.2782414723586
30.0,292.28315719585305,137.54501515098966,154.7381420448634
31.0,1.906986683270651,9.916330753007385,-8.009344069736734
