strike,gamma,oi,underlying,GEX
0.5,0.0,413,6.2144,0.0
0.5,0.001,869,6.2144,540.0313600000001
1.0,0.005,4081,6.2144,12680.4832
1.0,0.004,762,6.2144,1894.1491200000003
1.5,0.012,1333,6.2144,9940.554240000001
1.5,0.009,7292,6.2144,40783.86432
2.0,0.015,1943,6.2144,18111.8688
2.0,0.016,2491,6.2144,24768.112640000003
2.5,0.0,2209,6.2144,0.0
2.5,0.014,1718,6.2144,14946.87488
3.0,0.025,3376,6.2144,52449.536
3.0,0.043,5155,6.2144,137751.4976
3.5,0.048,9934,6.2144,296322.47808
3.5,0.051,3594,6.2144,113906.22335999999
4.0,0.094,5843,6.2144,341320.94848
4.0,0.095,17208,6.2144,1015905.2544000001
4.5,0.168,3734,6.2144,389836.76928000007
4.5,0.162,5065,6.2144,509910.1632
5.0,0.228,15847,6.2144,2245334.80704
5.0,0.24,8226,6.2144,1226871.7056
5.5,0.286,6409,6.2144,1139083.36256
5.5,0.28,8329,6.2144,1449272.6528000003
6.0,0.276,18763,6.2144,3218181.7267200006
6.0,0.284,12843,6.2144,2266647.71328
7.0,0.214,7239,6.2144,962701.2902400001
7.0,0.21,38610,6.2144,5038697.664
8.0,0.141,35623,6.2144,3121395.5539200003
8.0,0.138,13140,6.2144,1126869.5808000003
9.0,0.088,892,6.2144,48780.55424
9.0,0.096,11825,6.2144,705458.6880000001
10.0,0.07,48536,6.2144,2111354.8288000007
10.0,0.058,3568,6.2144,128603.27936000002
11.0,0.049,8740,6.2144,266137.8944
11.0,0.0,193,6.2144,0.0
12.0,0.0,203,6.2144,0.0
12.0,0.039,18576,6.2144,450210.9081600001
13.0,0.031,3466,6.2144,66771.24224
13.0,0.0,143,6.2144,0.0
14.0,0.037,204,6.2144,4690.62912
14.0,0.031,1727,6.2144,33270.03328
15.0,0.02,20753,6.2144,257934.88640000002
15.0,0.024,248,6.2144,3698.8108800000005
16.0,0.047,10,6.2144,292.0768
16.0,0.021,4869,6.2144,63541.61856000001
17.0,0.017,22466,6.2144,237341.60768000004
17.0,0.052,3,6.2144,96.94464
