strike,call_gex,put_gex,net_gex
21.0,1.2773105999890924,218.4201125981348,-217.14280199814573
22.0,61.574189970235,3078.7094985117496,-3017.135308541515
23.0,2935.983447227607,9786.611490758693,-6850.6280435310855
24.0,7165.056081721059,59111.71267419874,-51946.65659247768
25.0,30214.00127035634,212971.86261299957,-182757.8613426432
26.0,24201.18401516609,84031.88894154892,-59830.70492638284
27.0,62805.011372956076,42112.03074718442,20692.980625771655
28.0,39193.0010632898,29609.759423990094,9583.241639299704
29.0,12378.313588275347,2218.2376120581926,10160.075976217155
30.0,1650.2581973595418,1604.0677643545673,46.190433004974466
