strike,gamma,vanna,charm,oi,underlying,GEX,VannaExp,CharmExp,cum_gex
615.0,0.014,0,0,15210,616.99,13138185.06,0.0,0.0,248789124.49600005
620.0,0.015,0,0,26007,616.99,24069088.394999996,0.0,0.0,272858212.89100003
620.0,0.014,0,0,11407,616.99,9853206.902,0.0,0.0,282711419.79300004
625.0,0.014,0,0,16627,616.99,14362169.822,0.0,0.0,297073589.61500007
625.0,0.016,0,0,29557,616.99,29178197.488,0.0,0.0,326251787.10300004
630.0,0.014,0,0,11419,616.99,9863572.334,0.0,0.0,336115359.43700004
630.0,0.015,0,0,33180,616.99,30707592.3,0.0,0.0,366822951.73700005
635.0,0.013,0,0,6907,616.99,5540014.909,0.0,0.0,372362966.646
635.0,0.014,0,0,19170,616.99,16558777.620000001,0.0,0.0,388921744.26600003
640.0,0.012,0,0,33038,616.99,24460938.744,0.0,0.0,413382683.01000005
640.0,0.011,0,0,7441,616.99,5050124.849,0.0,0.0,418432807.859
645.0,0.01,0,0,6180,616.99,3812998.2,0.0,0.0,422245806.059
645.0,0.01,0,0,403,616.99,248646.97,0.0,0.0,422494453.02900004
650.0,0.008,0,0,2470,616.99,1219172.2400000002,0.0,0.0,423713625.26900005
650.0,0.007,0,0,40366,616.99,17433792.838,0.0,0.0,441147418.10700005
655.0,0.006,0,0,19022,616.99,7041830.268,0.0,0.0,448189248.37500006
655.0,0.007,0,0,368,616.99,158936.624,0.0,0.0,448348184.9990001
660.0,0.004,0,0,9136,616.99,2254728.2560000005,0.0,0.0,450602913.25500005
660.0,0.006,0,0,931,616.99,344650.614,0.0,0.0,450947563.8690001
665.0,0.003,0,0,9801,616.99,1814135.6970000002,0.0,0.0,452761699.5660001
665.0,0.006,0,0,94,616.99,34798.236000000004,0.0,0.0,452796497.8020001
670.0,0.005,0,0,36,616.99,11105.82,0.0,0.0,452807603.6220001
670.0,0.002,0,0,16117,616.99,1988805.566,0.0,0.0,454796409.1880001
675.0,0.004,0,0,44,616.99,10859.024,0.0,0.0,454807268.2120001
675.0,0.002,0,0,12415,616.99,1531986.17,0.0,0.0,456339254.3820001
680.0,0.001,0,0,14919,616.99,920487.381,0.0,0.0,457259741.7630001
680.0,0.004,0,0,42,616.99,10365.432,0.0,0.0,457270107.19500005
685.0,0.001,0,0,5789,616.99,357175.511,0.0,0.0,457627282.70600003
685.0,0.004,0,0,41,616.99,10118.636000000002,0.0,0.0,457637401.342
690.0,0.004,0,0,0,616.99,0.0,0.0,0.0,457637401.342
690.0,0.001,0,0,8056,616.99,497047.1440000001,0.0,0.0,458134448.486
695.0,0.0,0,0,1042,616.99,0.0,0.0,0.0,458134448.486
700.0,0.003,0,0,1,616.99,185.097,0.0,0.0,458134633.583
700.0,0.0,0,0,16754,616.99,0.0,0.0,0.0,458134633.583
705.0,0.0,0,0,8825,616.99,0.0,0.0,0.0,458134633.583
710.0,0.0,0,0,2909,616.99,0.0,0.0,0.0,458134633.583
715.0,0.0,0,0,19547,616.99,0.0,0.0,0.0,458134633.583
720.0,0.0,0,0,3727,616.99,0.0,0.0,0.0,458134633.583
725.0,0.0,0,0,10299,616.99,0.0,0.0,0.0,458134633.583
730.0,0.0,0,0,2509,616.99,0.0,0.0,0.0,458134633.583
735.0,0.0,0,0,15578,616.99,0.0,0.0,0.0,458134633.583
740.0,0.0,0,0,10229,616.99,0.0,0.0,0.0,458134633.583
745.0,0.0,0,0,1592,616.99,0.0,0.0,0.0,458134633.583
750.0,0.002,0,0,3,616.99,370.194,0.0,0.0,458135003.777
750.0,0.0,0,0,30462,616.99,0.0,0.0,0.0,458135003.777
755.0,0.0,0,0,3725,616.99,0.0,0.0,0.0,458135003.777
755.0,0.002,0,0,0,616.99,0.0,0.0,0.0,458135003.777
760.0,0.002,0,0,0,616.99,0.0,0.0,0.0,458135003.777
760.0,0.0,0,0,39084,616.99,0.0,0.0,0.0,458135003.777
765.0,0.0,0,0,771,616.99,0.0,0.0,0.0,458135003.777
770.0,0.0,0,0,7091,616.99,0.0,0.0,0.0,458135003.777
775.0,0.0,0,0,1926,616.99,0.0,0.0,0.0,458135003.777
780.0,0.0,0,0,3776,616.99,0.0,0.0,0.0,458135003.777
785.0,0.0,0,0,3465,616.99,0.0,0.0,0.0,458135003.777
790.0,0.0,0,0,35856,616.99,0.0,0.0,0.0,458135003.777
