strike,call_gex,put_gex,net_gex
22.0,9.620698347092443,168.13315682775843,-158.512458480666
23.0,410.6303418170792,1140.639838380776,-730.0094965636968
24.0,5806.54394296324,19462.675068080487,-13656.131125117248
25.0,77326.25458358711,171406.5309936181,-94080.27641003099
26.0,69714.6491566141,135422.7092812389,-65708.0601246248
27.0,248126.86519589945,88779.3370884411,159347.52810745835
28.0,156517.14001611658,107090.67474786924,49426.46526824734
29.0,71956.40802154753,14863.126902811457,57093.28111873607
30.0,12716.969212047981,8048.99080488114,4667.978407166841
31.0,247.44187195746701,260.46512837628103,-13.023256418814015
