strike,call_gex,put_gex,call_dex,put_dex,net_gex
30.0,3565.6399999999994,31679.339999999997,110946.26,-166316.53499999997,-28113.699999999997
31.0,719.9849999999999,21613.263999999996,19007.604000000003,-126302.51149999998,-20893.278999999995
32.0,2262.81,69118.56000000001,52113.2,-454207.68,-66855.75000000001
33.0,7611.269999999999,66770.0375,148522.62,-421791.21249999997,-59158.76750000001
34.0,6308.44,43343.096999999994,107558.902,-321977.292,-37034.65699999999
35.0,15462.534999999998,33750.153999999995,240612.13,-261930.54299999995,-18287.619
36.0,23183.517,15963.095999999998,327881.16899999994,-135021.187,7220.421000000002
37.0,53148.60699999999,11890.037999999999,633161.666,-106544.06599999999,41258.56899999999
38.0,37192.368,9791.795999999998,386645.6589999999,-97341.97199999998,27400.572000000004
39.0,47519.009999999995,7096.994999999998,487861.836,-83775.39749999999,40422.015
