strike,call_gex,put_gex,call_dex,put_dex,net_gex,net_dex
22.0,0.12198015949924443,0.8901812883387,0.0,0.0,-0.7682011288394556,0.0
22.5,0.09427147435760845,1.000041991496252,0.0,0.0,-0.9057705171386435,0.0
23.0,79.43584374674121,540.6490686927518,0.0,0.0,-461.2132249460106,0.0
23.5,30.193166632461935,236.46016815317557,0.0,0.0,-206.26700152071365,0.0
24.0,16526.78548756858,19434.505641020496,0.0,0.0,-2907.7201534519154,0.0
24.5,3074.2738989891895,20439.767004090285,0.0,0.0,-17365.493105101094,0.0
25.0,461975.51894643053,1324013.7709489367,0.0,0.0,-862038.2520025062,0.0
25.5,46312.29900434684,340058.3832995232,0.0,0.0,-293746.0842951764,0.0
26.0,3294945.8457388203,6719548.22796222,0.0,0.0,-3424602.3822234,0.0
26.5,205722.3033346413,2299444.4550146195,0.0,0.0,-2093722.1516799782,0.0
27.0,8951813.607407562,28265971.56664117,0.0,0.0,-19314157.959233608,0.0
27.5,501508.8374195632,3346201.8227826315,0.0,0.0,-2844692.985363068,0.0
28.0,9198942.199621104,7206014.734336644,0.0,0.0,1992927.4652844593,0.0
28.5,3569564.502269597,878015.8658054929,0.0,0.0,2691548.636464104,0.0
29.0,1750446.2908314825,1250810.54663011,0.0,0.0,499635.7442013726,0.0
29.5,291807.6811071632,200587.1286938315,0.0,0.0,91220.5524133317,0.0
30.0,1277929.5773677474,209277.33061784034,0.0,0.0,1068652.246749907,0.0
30.5,22989.221199099768,14992.970347238977,0.0,0.0,7996.25085186079,0.0
31.0,23449.867656237893,2724.760039982641,0.0,0.0,20725.107616255253,0.0
31.5,856.9925158710854,290.0532176192304,0.0,0.0,566.939298251855,0.0
32.0,1182.3147457019636,38.95590405069834,0.0,0.0,1143.3588416512653,0.0
