strike,call_gex,put_gex,net_gex
15.5,0.0,663.192,-663.192
16.0,152.20800000000003,45345.3,-45193.092000000004
16.5,12133.152000000002,76330.5,-64197.348
17.0,2449.8240000000005,296008.32000000007,-293558.49600000004
17.5,26190.648000000005,225902.04,-199711.392
18.0,27381.132000000005,730551.2880000001,-703170.1560000001
18.5,35424.6,452182.78800000006,-416758.1880000001
19.0,95836.68000000001,748635.0480000001,-652798.368
19.5,129654.036,1066445.3520000002,-936791.3160000002
20.0,327765.432,1046259.6720000001,-718494.2400000002
20.5,343174.68,524682.72,-181508.03999999998
