strike,call_gex,put_gex,net_gex
23.0,1804207.1106600005,3083999.9252100005,-1279792.81455
23.5,0.0,83710.2618,-83710.2618
24.0,760001.2031100001,5300130.607830001,-4540129.404720001
24.5,0.0,357093.62034,-357093.62034
25.0,12780157.93035,18965927.995920002,-6185770.065570002
25.5,110437.09715999999,2566631.6475899997,-2456194.55043
26.0,5109499.51164,15008008.58934,-9898509.0777
26.5,559768.5237,3865579.05396,-3305810.5302600004
27.0,15551153.79864,24389489.41176,-8838335.613119999
27.5,3802529.1972000008,2199080.991,1603448.2062000008
28.0,15953076.39606,5571832.7447999995,10381243.65126
28.5,4183246.2744,229876.69055999996,3953369.58384
29.0,9999538.890120002,1924286.2698899999,8075252.620230001
29.5,1283589.73068,4938.4197,1278651.31098
30.0,20356756.99461,2421887.3757599997,17934869.61885
30.5,546429.39333,3157.3503,543272.04303
31.0,4232538.71934,338727.0168,3893811.7025400004
