strike,call_gex,put_gex,net_gex
21.0,3.7443000111929794,58.660700175356666,-54.91640016416369
22.0,140.602864821338,3005.3862355560996,-2864.783370734762
23.0,4804.259298830185,13595.031632859886,-8790.772334029702
24.0,35930.017707041705,80842.53984084385,-44912.522133802144
25.0,155429.21450556265,344284.0665392033,-188854.85203364064
26.0,75534.26414966828,137268.99927199332,-61734.735122325044
27.0,101743.86001824502,37231.1916786007,64512.66833964432
28.0,31281.25309356564,21112.90531377135,10168.34777979429
29.0,7207.391713828358,1588.255012925702,5619.136700902656
30.0,595.3042122325467,358.70894839653454,236.59526383601212
