strike,call_gex,put_gex,call_dex,put_dex,net_gex
12.0,151.984,5733.325000000001,1954.08,-23462.53,-5581.341
13.0,366.39,4217.556,4450.96,-19719.924,-3851.1659999999997
14.0,1101.884,10269.776,11303.81,-51587.712,-9167.892
15.0,170.982,835.912,1438.42,-4939.4800000000005,-664.9300000000001
