strike,call_gex,put_gex,call_dex,put_dex,net_gex,net_dex
55.0,1.2574951715399831,0.6413225374853915,0.0,0.0,0.6161726340545917,0.0
60.0,4659.957619360674,20605.75009811048,0.0,0.0,-15945.792478749805,0.0
61.0,0.0,2131.106553974511,0.0,0.0,-2131.106553974511,0.0
62.0,0.0,76216.5815955998,0.0,0.0,-76216.5815955998,0.0
63.0,22385.466503306397,7195.328518919914,0.0,0.0,15190.137984386483,0.0
63.5,0.0,4610.136802214032,0.0,0.0,-4610.136802214032,0.0
64.0,1260.559770245546,68700.50747838225,0.0,0.0,-67439.94770813671,0.0
65.0,334941.16043403035,578303.4719392625,0.0,0.0,-243362.31150523212,0.0
66.0,104900.61910107284,91175.30445233434,0.0,0.0,13725.314648738495,0.0
67.0,78455.6911638748,280479.09591085237,0.0,0.0,-202023.40474697755,0.0
68.0,3376703.4165931544,227220.61948236253,0.0,0.0,3149482.797110792,0.0
69.0,294614.29676047043,112109.86513894009,0.0,0.0,182504.43162153033,0.0
70.0,1354031.3676314952,109987.66125420886,0.0,0.0,1244043.7063772865,0.0
71.0,28706.612938593633,50888.99566387053,0.0,0.0,-22182.3827252769,0.0
72.0,72794.00707691818,6089.23253114905,0.0,0.0,66704.77454576912,0.0
73.0,8405.54619890426,656.6832967893952,0.0,0.0,7748.8629021148645,0.0
74.0,1260.5422499421734,1904.8193999126177,0.0,0.0,-644.2771499704443,0.0
75.0,5912.546439312805,1003.4066037519906,0.0,0.0,4909.139835560814,0.0
76.0,576.5249789841645,158.26175893682947,0.0,0.0,418.26322004733504,0.0
77.0,86.2602057513341,136.578659106279,0.0,0.0,-50.31845335494489,0.0
78.0,61.6130961280342,29.588210004988174,0.0,0.0,32.02488612304603,0.0
79.0,5.287378981184316,0.37104413903047834,0.0,0.0,4.916334842153838,0.0
