strike,call_gex,put_gex,call_dex,put_dex,net_greek_delta,net_gex
65.5,6415.897199999999,14106.3588,373712.74319999997,-93941.62680000001,0.18943593749999998,-7690.4616000000005
66.0,57862.300800000005,180146.63999999998,3237950.4768000003,-1468080.5052,0.10258238965670977,-122284.33919999999
66.5,9921.141599999999,75112.37999999999,531142.5996,-442649.9856,0.015421581769436995,-65191.23839999999
67.0,67000.3968,121446.6804,3415021.8552,-765204.006,0.2219652706185567,-54446.283599999995
67.5,20186.1156,109917.1416,975350.9844,-598502.982,0.04706263208453411,-89731.026
68.0,55717.00200000001,116898.40080000002,2589274.8864,-788473.0752000001,0.1819064491064491,-61181.39880000001
68.5,10984.945200000002,64811.2536,481166.90640000004,-250877.6568,0.04752190476190476,-53826.308399999994
69.0,196429.0656,263997.13200000004,8334963.5112,-1396226.4564,0.28032066500932257,-67568.06640000004
69.5,57523.8528,17374.689599999998,2307955.3704,-95249.26680000001,0.5799663306451612,40149.1632
70.0,721202.6892,194822.97600000002,27871542.0168,-1405972.2204,0.5850470498214589,526379.7132
70.5,110225.59079999999,54077.067599999995,4042159.8456,-418135.58160000003,0.46417931034482757,56148.523199999996
71.0,224028.73080000002,82376.7048,8072257.866,-672453.8700000001,0.5141704970603954,141652.026
71.5,224945.61720000004,45468.9504,7127102.5968,-406239.1344,0.598867169294037,179476.66680000004
72.0,370909.00920000003,348929.11919999996,11953125.702,-2648027.9208000004,0.318848471270427,21979.890000000072
72.5,193169.196,43353.6504,5569408.7532,-429983.5692,0.5531059602649006,149815.5456
73.0,264281.73600000003,395219.5752,8829397.5792,-3768639.2484000004,0.1859070076292738,-130937.83919999999
73.5,58168.4424,204854.11320000002,1598713.7412,-1914088.818,-0.03413855120732724,-146685.67080000002
74.0,170821.6284,82417.4724,4584561.9948,-710450.0424,0.41624355371900823,88404.15599999999
74.5,43948.242,8185.826400000001,1083597.4236,-68665.7148,0.5497766666666667,35762.4156
75.0,530560.3152,374282.7204,13420253.1684,-4031314.1256,0.2852561112409442,156277.59479999996
75.5,85015.83,187969.40399999998,2163285.7728000004,-2249297.7167999996,-0.008770196078431353,-102953.57399999998
76.0,583717.4196,57097.71599999999,11554613.1816,-551563.3212,0.5598644618395304,526619.7036
76.5,94327.7652,3659.0843999999997,1885764.5664,-46748.8992,0.5802951456310679,90668.6808
77.0,559782.2232000001,650880.8868,9678954.3648,-6055727.7612,0.11391494558645708,-91098.66359999985
77.5,34452.468,52520.97600000001,583947.4103999999,-615376.9224,-0.012611111111111106,-18068.50800000001
78.0,345470.79600000003,7333.5527999999995,5838563.3712,-78379.94159999999,0.5534765705838877,338137.2432
79.0,106504.20120000001,14364.0408,1650877.8084,-218747.40360000002,0.4029965367965368,92140.16040000001
80.0,984104.4804,53264.792400000006,18528841.1244,-665280.3108,0.4782446046128501,930839.688
81.0,254237.52240000002,1341.4848000000002,5864825.397600001,-17045.472,0.4995018396846256,252896.0376
82.0,169102.4664,11453.387999999999,1799089.5719999997,-156656.0412,0.358263255033557,157649.0784
83.0,63765.1416,473.05800000000005,1008405.8160000001,-12197.9736,0.42324248366013073,63292.083600000005
84.0,157775.9964,2756.0436,1856367.2808000003,-56403.8976,0.3567143292682927,155019.9528
85.0,400840.1196,62341.352399999996,7165494.9072,-1412688.1056000001,0.29033183229813664,338498.7672
86.0,50686.43400000001,28937.304,490452.6888,-675812.9664,-0.07025597667638483,21749.13000000001
87.0,14831.714399999999,504.59520000000003,122612.0184,-11901.0624,0.22489062499999998,14327.1192
88.0,5077.489200000001,0.0,42849.055199999995,0.0,0.2422,5077.489200000001
