strike,call_gex,put_gex,call_dex,put_dex,net_greek_delta,net_gex
13.5,3429293.8656,2679922.2272,68879021.5744,-5052495.256000001,0.5242242596101787,749371.6384
14.0,11690381.8384,5456954.832,134031620.65120001,-11693076.153599998,0.5210393033114814,6233427.0064
14.5,1950230.6752000002,1308507.8800000001,18474674.4336,-2318387.1184,0.46954223861296035,641722.7952
15.0,28244893.686400004,6599870.5184,199529789.1776,-9731692.8032,0.5872391140073119,21645023.168000005
15.5,3500652.9248000006,1525008.2768,15716730.448,-2148984.2544,0.4482417215658518,1975644.6480000005
16.0,19278245.0016,278574.2944,90847440.1872,-777564.1392,0.5923530986495567,18999670.707200002
16.5,2596733.9888,113136.848,9875859.513600001,-310756.4384,0.5021253914698504,2483597.1408
17.0,18545515.032,502253.54400000005,67493564.12480001,-2456819.2832,0.4422732735627031,18043261.488
17.5,2751471.7951999996,33475.4944,4376021.9088,-144524.9856,0.2958128917050691,2717996.3007999994
18.0,6338764.3648,113832.6336,21225687.7552,-628883.8864,0.35519981242539644,6224931.731199999
