strike,call_gex,put_gex,net_gex
23.5,3537.1490000000003,311725.6065,-308188.4575
24.0,877095.4114999999,7351824.788000001,-6474729.376500001
24.5,26301.737,1154884.6155,-1128582.8785
25.0,11884582.8255,24291168.4785,-12406585.653
25.5,202505.88050000003,2533585.4775000005,-2331079.5970000005
26.0,3888780.973,16035771.598000001,-12146990.625
26.5,1560768.363,2713545.4499999997,-1152777.0869999998
27.0,19610549.959000003,19900653.5805,-290103.62149999663
27.5,2527754.9220000003,1689877.035,837877.8870000003
28.0,15839869.853500001,6058026.436,9781843.4175
28.5,2003193.5385000003,430591.854,1572601.6845000002
29.0,11610120.291000001,2896033.91,8714086.381000001
29.5,1748272.7955000002,313983.47750000004,1434289.3180000002
30.0,30333665.901,3472269.3775000004,26861396.5235
30.5,948688.51,94584.56700000001,854103.943
31.0,7901717.516000001,514526.7050000001,7387190.811000001
