strike,call_gex,put_gex,call_dex,put_dex,net_greek_delta,net_gex
4.0,16632.615999999998,268418.08,38673.740000000005,-307026.16000000003,-0.2745585412667946,-251785.464
5.0,61288.920000000006,175932.218,93326.31000000001,-379258.726,-0.3400245398773006,-114643.29799999998
