strike,call_gex,put_gex,net_gex
40.5,19983.84,110617.37999999999,-90633.54
41.0,461486.4,442019.22,19467.18000000005
41.5,67800.95999999999,102829.56,-35028.600000000006
42.0,969514.86,1010615.4,-41100.54000000004
42.5,164113.02,343474.62,-179361.6
43.0,606587.2799999999,609966.9,-3379.6200000001118
43.5,173768.4,117428.76,56339.64
44.0,1651254.8399999999,850213.7999999999,801041.0399999999
44.5,268767.48,39014.94,229752.53999999998
45.0,2790461.6999999997,559329.48,2231132.2199999997
45.5,144854.4,33227.4,111627.0
46.0,1262029.7400000002,363880.31999999995,898149.4200000003
46.5,116348.03999999998,17154.06,99193.97999999998
47.0,1507964.64,258756.6,1249208.0399999998
47.5,263809.44,60411.3,203398.14
48.0,1242221.28,306284.57999999996,935936.7000000001
48.5,10551.240000000002,1450.44,9100.800000000001
49.0,1570153.4399999997,149106.18,1421047.2599999998
49.5,41669.33999999999,61430.4,-19761.060000000012
50.0,4685494.74,266018.27999999997,4419476.46
50.5,11902.14,1559.46,10342.68
51.0,476877.18,19656.78,457220.4
51.5,62392.62,881.64,61510.98
52.0,1192233.24,12798.0,1179435.24
52.5,35573.7,6678.659999999999,28895.039999999997
53.0,305246.51999999996,11802.599999999999,293443.92
54.0,335468.76,1516.8,333951.96
