strike,call_gex,put_gex,net_gex
22.0,77.09364298497653,73.7414809517756,3.3521620332009263
23.0,7260.747792418064,4263.527739729359,2997.2200526887045
23.5,118.74209891690113,402.40377966283165,-283.66168074593054
24.0,51511.8391874493,225736.86161747217,-174225.02243002286
24.5,581.641316041548,26596.87108808169,-26015.229772040144
25.0,7069183.538522842,6666984.38475217,402199.15377067216
25.5,15473.009552880401,454085.4640212656,-438612.4544683852
26.0,5645811.619803571,8423480.322726278,-2777668.7029227065
26.5,50141.23308172461,641651.0920926946,-591509.85901097
27.0,25445100.85181056,27018553.070581518,-1573452.2187709585
27.5,785541.2636799986,387001.11973387504,398540.14394612354
28.0,12514137.766349161,4840708.174275997,7673429.592073164
28.5,370970.8541762776,35401.78850338132,335569.0656728963
29.0,3648914.733132806,1127445.5832700317,2521469.1498627746
29.5,103132.80596688144,149.25152817204258,102983.5544387094
30.0,3960073.678422823,530439.8550449392,3429633.823377884
30.5,26197.50316173981,0.0,26197.50316173981
31.0,126570.4264403647,11582.282547333667,114988.14389303103
31.5,566.4532163978297,5.173088734226756,561.2801276636029
32.0,19598.606107327156,863.3502990889035,18735.255808238253
