strike,call_gex,put_gex,net_gex
23.0,2331596.0360000003,3888999.73,-1557403.6939999997
23.5,70070.77,287042.75600000005,-216971.98600000003
24.0,1194918.0320000001,7618788.407999999,-6423870.375999998
24.5,108704.596,1334970.56,-1226265.9640000002
25.0,18167419.886,31515345.246,-13347925.36
25.5,456238.86,8436850.576000001,-7980611.716000001
26.0,9278490.452,39258459.856,-29979969.404
26.5,4013964.724,20526109.604000002,-16512144.880000003
27.0,25505804.786,31033803.415999997,-5527998.629999999
27.5,9701106.338000001,2300269.0480000004,7400837.290000001
28.0,16565018.008,4703689.914,11861328.094
28.5,5338125.562,255372.81,5082752.752
29.0,8044276.239999999,1501603.642,6542672.597999999
29.5,1280348.608,8484.938,1271863.67
30.0,14517354.544,1706247.4659999998,12811107.078
