strike,call_gex,put_gex,net_gex
42.5,65215.274999999994,201802.425,-136587.15
43.0,508222.365,419949.63,88272.73499999999
43.5,79494.615,107720.64,-28226.024999999994
44.0,629780.4600000001,616737.405,13043.055000000051
44.5,129586.49999999999,126567.77999999998,3018.720000000001
45.0,2250584.85,947957.5199999999,1302627.33
45.5,103450.74,113986.47,-10535.729999999996
46.0,967509.69,846770.82,120738.87
46.5,222903.675,265989.945,-43086.27000000002
47.0,1148086.7399999998,825639.7799999999,322446.95999999985
47.5,442753.875,354635.05499999993,88118.82000000007
48.0,1206976.605,1397821.275,-190844.66999999993
48.5,410535.98999999993,417904.05000000005,-7368.060000000114
49.0,2126276.145,1508337.2100000002,617938.9349999998
49.5,1261566.78,395755.18499999994,865811.5950000001
50.0,6777786.045,2311157.85,4466628.195
50.5,91683.68999999999,3857.805,87825.885
51.0,1630118.73,760464.2249999999,869654.5050000001
51.5,790934.43,648041.73,142892.70000000007
52.0,3060604.74,950286.105,2110318.6350000002
52.5,844993.3499999999,1160588.61,-315595.26000000024
53.0,2950982.505,848091.5099999999,2102890.995
53.5,0.0,0.0,0.0
54.0,2021191.92,314701.56,1706490.3599999999
54.5,0.0,0.0,0.0
55.0,5367055.77,269872.57499999995,5097183.194999999
55.5,0.0,0.0,0.0
56.0,2982832.98,14284.305,2968548.675
56.5,0.0,0.0,0.0
57.0,1015863.825,68993.64,946870.1849999999
