strike,call_gex,put_gex,net_gex
29.8,8555.76,33034.740000000005,-24478.980000000003
30.0,64098.300000000025,30476.400000000005,33621.90000000002
30.8,22717.500000000004,57541.68,-34824.17999999999
31.0,9132.435000000001,11009.250000000004,-1876.8150000000023
31.8,34670.4,113335.86000000003,-78665.46000000002
32.0,16831.920000000002,38948.280000000006,-22116.360000000004
32.8,88367.58000000002,148467.6,-60100.01999999999
33.0,26506.080000000005,29987.100000000002,-3481.019999999997
33.8,369477.42,404916.72,-35439.29999999999
34.0,44085.93,58716.00000000001,-14630.070000000007
34.8,153510.885,93648.52500000001,59862.36
35.0,241916.91000000003,378228.9000000001,-136311.99000000005
35.8,197285.76,150333.93,46951.830000000016
36.0,82674.225,33405.21,49269.01500000001
36.8,465981.3600000001,61197.45,404783.9100000001
37.0,52501.89000000001,89919.36000000002,-37417.47000000001
37.8,126365.22,43254.12,83111.1
38.0,66544.8,12246.48,54298.32000000001
38.8,531379.8000000002,28697.445000000003,502682.35500000016
39.0,23154.375000000004,5543.070000000001,17611.305000000004
39.8,299514.51,28686.960000000006,270827.55
40.0,375363.00000000006,22105.875,353257.12500000006
