strike,gamma,oi,underlying,GEX
136.0,0.004,4579,180.495,330594.642
138.0,0.004,5299,180.495,382577.20200000005
140.0,0.004,64295,180.495,4641970.41
142.0,0.005,3445,180.495,310902.63750000007
144.0,0.006,6222,180.495,673823.934
145.0,0.006,20309,180.495,2199403.773
146.0,0.006,3823,180.495,414019.431
148.0,0.007,10534,180.495,1330934.031
150.0,0.008,39753,180.495,5740174.188
152.0,0.009,11157,180.495,1812404.4434999998
154.0,0.01,2724,180.495,491668.38
155.0,0.011,8248,180.495,1637595.0359999998
156.0,0.012,8298,180.495,1797297.012
158.0,0.013,4282,180.495,1004743.467
160.0,0.014,46136,180.495,11658244.248
162.0,0.016,4853,180.495,1401507.576
164.0,0.017,3462,180.495,1062285.273
165.0,0.018,16303,180.495,5296697.972999999
166.0,0.018,2364,180.495,768042.324
167.0,0.019,5458,180.495,1871769.249
168.0,0.02,3695,180.495,1333858.0500000003
169.0,0.02,2573,180.495,928827.27
170.0,0.021,36259,180.495,13743593.230500001
171.0,0.021,3171,180.495,1201934.2545
172.0,0.022,3653,180.495,1450566.117
173.0,0.022,7841,180.495,3113574.8489999995
174.0,0.022,2967,180.495,1178163.0629999998
175.0,0.022,23906,180.495,9492809.634000001
176.0,0.023,5340,180.495,2216839.59
177.0,0.023,5922,180.495,2458450.1969999997
178.0,0.023,7376,180.495,3062061.576
179.0,0.022,10230,180.495,4062220.4699999993
180.0,0.022,80472,180.495,31954546.007999994
181.0,0.022,7329,180.495,2910265.281
182.0,0.022,9446,180.495,3750902.6939999997
183.0,0.021,8397,180.495,3182794.6815000004
184.0,0.021,6693,180.495,2536911.3734999998
185.0,0.02,40230,180.495,14522627.700000001
186.0,0.02,8665,180.495,3127978.35
187.0,0.019,6771,180.495,2322050.1255
188.0,0.018,6433,180.495,2090023.803
189.0,0.018,4705,180.495,1528612.155
190.0,0.017,58365,180.495,17908804.1475
191.0,0.016,9084,180.495,2623386.528
192.0,0.015,3685,180.495,997686.1125
193.0,0.014,6944,180.495,1754700.192
194.0,0.014,13800,180.495,3487163.4
195.0,0.013,77338,180.495,18146859.003
200.0,0.01,156508,180.495,28248911.46
205.0,0.007,51187,180.495,6467298.2955
210.0,0.005,51530,180.495,4650453.675
212.0,0.004,8031,180.495,579822.138
213.0,0.004,4485,180.495,323808.03
214.0,0.004,5368,180.495,387558.86400000006
215.0,0.003,22707,180.495,1229549.9895
216.0,0.003,4282,180.495,231863.87699999998
217.0,0.003,5103,180.495,276319.7955
218.0,0.003,2217,180.495,120047.22450000001
219.0,0.003,3607,180.495,195313.6395
220.0,0.002,42683,180.495,1540813.617
221.0,0.002,8429,180.495,304278.471
222.0,0.002,10752,180.495,388136.44800000003
223.0,0.002,3277,180.495,118296.423
224.0,0.002,2407,180.495,86890.293
225.0,0.002,22197,180.495,801289.5029999999
226.0,0.002,3798,180.495,137104.002
227.0,0.002,2428,180.495,87648.372
228.0,0.002,3657,180.495,132014.043
230.0,0.001,41599,180.495,750841.1505000001
235.0,0.001,13536,180.495,244318.03199999998
240.0,0.001,26955,180.495,486524.2725
245.0,0.001,17940,180.495,323808.03
250.0,0.001,34837,180.495,628790.4315000001
255.0,0.0,6159,180.495,0.0
260.0,0.0,12774,180.495,0.0
265.0,0.0,6591,180.495,0.0
270.0,0.0,17930,180.495,0.0
275.0,0.0,14023,180.495,0.0
280.0,0.0,26136,180.495,0.0
290.0,0.0,7011,180.495,0.0
300.0,0.0,55368,180.495,0.0
310.0,0.0,7243,180.495,0.0
320.0,0.0,6612,180.495,0.0
330.0,0.0,4708,180.495,0.0
340.0,0.0,8360,180.495,0.0
350.0,0.0,10079,180.495,0.0
360.0,0.0,57873,180.495,0.0
370.0,0.0,10530,180.495,0.0
380.0,0.0,6801,180.495,0.0
390.0,0.0,4363,180.495,0.0
400.0,0.0,5489,180.495,0.0
410.0,0.0,5349,180.495,0.0
420.0,0.0,22543,180.495,0.0
