strike,gamma,oi,underlying,GEX
0.5,0.0,62987,180.495,0.0
1.0,0.0,16808,180.495,0.0
1.5,0.0,1644,180.495,0.0
2.0,0.0,16229,180.495,0.0
2.5,0.0,971,180.495,0.0
3.0,0.0,2882,180.495,0.0
3.5,0.0,5,180.495,0.0
4.0,0.0,50,180.495,0.0
4.5,0.0,2,180.495,0.0
5.0,0.0,1073,180.495,0.0
5.5,0.0,173,180.495,0.0
6.0,0.0,31,180.495,0.0
7.0,0.0,122,180.495,0.0
8.0,0.0,136,180.495,0.0
9.0,0.0,212,180.495,0.0
10.0,0.0,15563,180.495,0.0
11.0,0.0,36,180.495,0.0
12.0,0.0,155,180.495,0.0
13.0,0.0,208,180.495,0.0
14.0,0.0,282,180.495,0.0
15.0,0.0,821,180.495,0.0
16.0,0.0,1463,180.495,0.0
17.0,0.0,470,180.495,0.0
18.0,0.0,517,180.495,0.0
19.0,0.0,367,180.495,0.0
20.0,0.0,1114,180.495,0.0
21.0,0.0,435,180.495,0.0
22.0,0.0,282,180.495,0.0
23.0,0.0,453,180.495,0.0
24.0,0.0,1076,180.495,0.0
25.0,0.0,1177,180.495,0.0
26.0,0.0,197,180.495,0.0
27.0,0.0,789,180.495,0.0
28.0,0.0,370,180.495,0.0
29.0,0.0,642,180.495,0.0
30.0,0.0,3087,180.495,0.0
31.0,0.0,258,180.495,0.0
31.5,0.0,392,180.495,0.0
32.0,0.0,215,180.495,0.0
32.5,0.0,770,180.495,0.0
33.0,0.0,455,180.495,0.0
33.5,0.0,130,180.495,0.0
34.0,0.0,232,180.495,0.0
34.5,0.0,254,180.495,0.0
35.0,0.0,1265,180.495,0.0
35.5,0.0,220,180.495,0.0
36.0,0.0,829,180.495,0.0
36.5,0.0,104,180.495,0.0
37.0,0.0,548,180.495,0.0
37.5,0.0,334,180.495,0.0
38.0,0.0,709,180.495,0.0
38.5,0.0,345,180.495,0.0
39.0,0.0,626,180.495,0.0
39.5,0.0,430,180.495,0.0
40.0,0.0,5935,180.495,0.0
40.5,0.0,1096,180.495,0.0
41.0,0.0,1992,180.495,0.0
41.5,0.0,1232,180.495,0.0
42.0,0.0,3111,180.495,0.0
42.5,0.0,2029,180.495,0.0
43.0,0.0,3009,180.495,0.0
43.5,0.0,2635,180.495,0.0
44.0,0.0,1522,180.495,0.0
44.5,0.0,1421,180.495,0.0
45.0,0.0,8016,180.495,0.0
45.5,0.0,1045,180.495,0.0
46.0,0.0,2178,180.495,0.0
46.5,0.0,710,180.495,0.0
47.0,0.0,1016,180.495,0.0
47.5,0.0,1007,180.495,0.0
48.0,0.0,8024,180.495,0.0
48.5,0.0,8403,180.495,0.0
49.0,0.0,728,180.495,0.0
49.5,0.0,10183,180.495,0.0
50.0,0.0,29906,180.495,0.0
50.5,0.0,10792,180.495,0.0
51.0,0.0,743,180.495,0.0
51.5,0.0,283,180.495,0.0
52.0,0.0,1505,180.495,0.0
52.5,0.0,769,180.495,0.0
53.0,0.0,1113,180.495,0.0
53.5,0.0,1668,180.495,0.0
54.0,0.0,619,180.495,0.0
54.5,0.0,1306,180.495,0.0
55.0,0.0,8938,180.495,0.0
55.5,0.0,955,180.495,0.0
56.0,0.0,3357,180.495,0.0
56.5,0.0,164,180.495,0.0
57.0,0.0,857,180.495,0.0
57.5,0.0,424,180.495,0.0
58.0,0.0,3429,180.495,0.0
58.5,0.0,457,180.495,0.0
59.0,0.0,433,180.495,0.0
59.5,0.0,873,180.495,0.0
60.0,0.0,7366,180.495,0.0
60.5,0.0,540,180.495,0.0
61.0,0.0,1106,180.495,0.0
62.0,0.0,2387,180.495,0.0
63.0,0.0,1609,180.495,0.0
64.0,0.0,3648,180.495,0.0
65.0,0.0,4432,180.495,0.0
66.0,0.0,1400,180.495,0.0
67.0,0.0,2140,180.495,0.0
68.0,0.0,8530,180.495,0.0
69.0,0.0,6104,180.495,0.0
70.0,0.0,10324,180.495,0.0
71.0,0.0,5262,180.495,0.0
72.0,0.0,2389,180.495,0.0
73.0,0.0,5843,180.495,0.0
74.0,0.0,1351,180.495,0.0
75.0,0.0,4174,180.495,0.0
76.0,0.0,1560,180.495,0.0
77.0,0.0,4724,180.495,0.0
78.0,0.0,2692,180.495,0.0
79.0,0.0,1652,180.495,0.0
80.0,0.001,29443,180.495,531431.4285
81.0,0.0,6972,180.495,0.0
82.0,0.001,2061,180.495,37200.0195
83.0,0.001,2546,180.495,45954.027
84.0,0.001,3742,180.495,67541.229
85.0,0.001,3442,180.495,62126.37900000001
86.0,0.001,5023,180.495,90662.6385
87.0,0.001,3134,180.495,56567.132999999994
88.0,0.001,4728,180.495,85338.036
89.0,0.001,1402,180.495,25305.399000000005
90.0,0.001,13911,180.495,251086.59449999998
91.0,0.001,1517,180.495,27381.091500000002
92.0,0.001,8654,180.495,156200.373
93.0,0.001,2032,180.495,36676.583999999995
94.0,0.001,4715,180.495,85103.3925
95.0,0.001,4297,180.495,77558.7015
96.0,0.001,2817,180.495,50845.44150000001
97.0,0.001,1597,180.495,28825.051499999998
98.0,0.001,2731,180.495,49293.184499999996
99.0,0.001,3050,180.495,55050.975
100.0,0.001,49343,180.495,890616.4785000001
101.0,0.001,2996,180.495,54076.302
102.0,0.001,2553,180.495,46080.3735
103.0,0.001,2856,180.495,51549.371999999996
104.0,0.001,2452,180.495,44257.373999999996
105.0,0.0,8092,180.495,0.0
106.0,0.001,1162,180.495,20973.519
107.0,0.001,1362,180.495,24583.419000000005
108.0,0.002,1419,180.495,51224.481
109.0,0.001,5291,180.495,95499.9045
110.0,0.001,19044,180.495,343734.678
111.0,0.001,2788,180.495,50322.006
112.0,0.001,1796,180.495,32416.902
113.0,0.0,2135,180.495,0.0
114.0,0.001,4221,180.495,76186.93950000001
115.0,0.001,17795,180.495,321190.85250000004
116.0,0.001,2081,180.495,37561.0095
117.0,0.0,4342,180.495,0.0
118.0,0.002,4644,180.495,167643.75600000002
119.0,0.002,1488,180.495,53715.312000000005
120.0,0.002,53849,180.495,1943895.0510000002
121.0,0.002,3062,180.495,110535.13800000002
122.0,0.002,2176,180.495,78551.42400000001
123.0,0.002,2551,180.495,92088.54900000001
124.0,0.002,2954,180.495,106636.44600000001
125.0,0.002,19398,180.495,700248.402
126.0,0.0,3848,180.495,0.0
127.0,0.002,2572,180.495,92846.628
128.0,0.002,2796,180.495,100932.804
129.0,0.002,2947,180.495,106383.753
130.0,0.003,31165,180.495,1687538.0025
132.0,0.001,5246,180.495,94687.67700000001
134.0,0.003,3805,180.495,206035.0425
135.0,0.003,18430,180.495,997956.855
