strike,call_gex,put_gex,call_dex,put_dex,net_gex
6.0,22840.863999999998,1274662.608,5544397.404,-298881.364,-1251821.744
6.5,6087154.804,5582154.723999999,3425278.0879999995,-2409160.2120000003,505000.0800000001
7.0,23192104.224,71935.15999999999,5695066.128,-3533523.78,23120169.064
