strike,call_gex,put_gex,call_dex,put_dex,net_gex,net_dex
10.0,7.486031758062784e-07,4.639311784641516e-08,0.0,0.0,7.022100579598632e-07,0.0
10.5,0.01797912197872376,0.007591184835461144,0.0,0.0,0.010387937143262615,0.0
11.0,2903.1584245371387,244.88052551375898,0.0,0.0,2658.2778990233796,0.0
11.5,84413.03249940675,44136.58127233864,0.0,0.0,40276.45122706811,0.0
12.0,60116251.773398586,9134517.54341148,0.0,0.0,50981734.22998711,0.0
12.5,12081831.342972469,4925499.797957698,0.0,0.0,7156331.545014771,0.0
13.0,4459318.739669664,1952292.2763163557,0.0,0.0,2507026.463353308,0.0
13.5,134758.0458451836,49580.35031615415,0.0,0.0,85177.69552902944,0.0
14.0,943.780542598359,13.838424378275057,0.0,0.0,929.942118220084,0.0
14.5,0.17914161692693922,0.006460403916223203,0.0,0.0,0.172681213010716,0.0
