strike,call_gex,put_gex,net_gex
28.8,16193.112,40650.479999999996,-24457.367999999995
29.0,4226.04,8301.15,-4075.1099999999997
29.8,12543.96,51255.828,-38711.868
30.0,54482.376000000004,39483.288,14999.088000000003
30.8,22941.36,88196.784,-65255.424
31.0,7640.412,15002.442,-7362.029999999999
31.8,47828.04,163457.19,-115629.15
32.0,13898.976,53395.68,-39496.704
32.8,122273.42400000001,195336.96,-73063.53599999998
33.0,21727.212000000003,41247.49199999999,-19520.279999999988
33.8,309819.042,451985.04,-142165.99799999996
34.0,35123.088,88652.92799999999,-53529.83999999998
34.8,147971.772,82407.78,65563.992
35.0,197114.58,549640.104,-352525.5240000001
35.8,154592.568,136517.862,18074.706000000006
36.0,66811.68000000001,42347.604,24464.07600000001
36.8,357536.39999999997,47029.788,310506.61199999996
37.0,41696.928,92731.39199999999,-51034.46399999999
37.8,82830.384,29649.36,53181.024000000005
38.0,53596.92,0.0,53596.92
