strike,call_gex,put_gex,call_dex,put_dex,net_gex,net_dex
25.5,1.392554895275809,11.556271526767997,0.0,0.0,-10.163716631492187,0.0
26.0,491.2778613828324,669.3124711895324,0.0,0.0,-178.03460980670002,0.0
26.5,70.1787946047535,479.92061102104867,0.0,0.0,-409.74181641629514,0.0
27.0,16013.541411206525,14350.206872178016,0.0,0.0,1663.3345390285085,0.0
27.5,2486.7484318734646,9946.993727493858,0.0,0.0,-7460.245295620394,0.0
28.0,253385.11073567343,123332.01013261557,0.0,0.0,130053.10060305786,0.0
28.5,433718.2669722741,32884.59278137291,0.0,0.0,400833.6741909012,0.0
29.0,1198173.6740299237,370906.02495442354,0.0,0.0,827267.6490755002,0.0
29.5,131403.5074965917,232931.97243623176,0.0,0.0,-101528.46493964008,0.0
30.0,28531135.277017344,1064656.3044457845,0.0,0.0,27466478.97257156,0.0
30.5,898585.887946949,575141.2573208418,0.0,0.0,323444.6306261072,0.0
31.0,6171380.132991412,202059.20213128824,0.0,0.0,5969320.930860124,0.0
31.5,962168.2481744132,10172.70394545635,0.0,0.0,951995.5442289569,0.0
32.0,13823837.533669772,384066.76892628724,0.0,0.0,13439770.764743485,0.0
33.0,3824242.310244315,143090.2442421006,0.0,0.0,3681152.0660022143,0.0
34.0,1141999.4818192788,136812.91202543283,0.0,0.0,1005186.569793846,0.0
35.0,1036297.3706877895,57141.1719318137,0.0,0.0,979156.1987559758,0.0
36.0,61152.72765919504,1118.090916156924,0.0,0.0,60034.63674303812,0.0
37.0,10027.269574325812,1227.8289274684669,0.0,0.0,8799.440646857345,0.0
