strike,call_gex,put_gex,call_dex,put_dex,net_gex,net_dex
2.5,2555702.2927041566,1222725.983090846,0.0,0.0,1332976.3096133105,0.0
3.0,2.5366910036428436e-12,1.674712495036734e-14,0.0,0.0,2.519943878692476e-12,0.0
