strike,call_gex,put_gex,call_dex,put_dex,net_gex,net_dex
7.5,1.5661497304412105e-09,5.00699681132453e-10,0.0,0.0,1.0654500493087575e-09,0.0
8.0,70.80984525981626,15.046098916270248,0.0,0.0,55.76374634354601,0.0
8.5,1807404.769196274,191192.7817989593,0.0,0.0,1616211.9873973147,0.0
9.0,12115383.375690136,524435.288815547,0.0,0.0,11590948.08687459,0.0
9.5,2231.6943298840465,59.349248117134934,0.0,0.0,2172.345081766912,0.0
10.0,0.003789571036329935,5.079524467678219e-05,0.0,0.0,0.003738775791653153,0.0
10.5,6.833588564998622e-13,5.835132550757836e-14,0.0,0.0,6.250075309922839e-13,0.0
