strike,call_gex,put_gex,net_gex
33.8,117622.686,194574.76272000003,-76952.07672000003
34.0,5368.0152,39431.229300000006,-34063.214100000005
34.8,79454.5191,48489.75495,30964.764150000003
35.0,20935.25928,240566.02236,-219630.76308
35.8,166771.60164,154906.70922000002,11864.89241999999
36.0,196725.91587,23283.76593,173442.14994
36.8,286533.59958,73715.47932000001,212818.12025999997
37.0,144794.31588,58985.01407999999,85809.30180000002
37.8,219370.25645999998,84427.8273,134942.42915999997
38.0,171910.68678,8312.52942,163598.15735999998
38.8,1096614.4581,38902.32192,1057712.13618
39.0,76825.77048,3974.69949,72851.07099000001
39.8,729450.11256,147588.84144,581861.27112
40.0,772686.3173400001,17173.70157,755512.61577
40.8,384555.13596,26796.65823,357758.47773
41.0,89858.99562,6536.34792,83322.6477
41.8,22139.115629999997,552.5898000000001,21586.525829999995
42.0,241110.71802000003,2013.0057,239097.71232000002
42.8,37970.8134,1452.5217599999999,36518.291639999996
43.0,24377.104320000002,252.61248,24124.491840000002
43.8,59348.14452000001,0.0,59348.14452000001
44.0,29310.94182,734.15502,28576.7868
44.8,15156.748800000001,0.0,15156.748800000001
45.0,135645.00762,15184.37829,120460.62933
