strike,call_gex,put_gex,call_dex,put_dex,net_greek_delta,net_gex
32.0,5485.1139,127911.3636,96250.68914999999,-869797.27248,-0.23240919282511213,-122426.2497
33.0,8701.554839999999,128217.33594,135665.15046,-861286.0175099999,-0.24308125,-119515.78110000001
34.0,11574.709739999998,71231.85329999999,157120.52796,-562112.2336499998,-0.22564864864864861,-59657.14355999999
35.0,93437.23616999997,51940.670399999995,1077276.3699599998,-445824.0875999999,0.2166811779769526,41496.56576999998
36.0,31433.060879999997,28410.651179999997,324002.31984,-278061.6924,0.03799999999999999,3022.4097
37.0,65272.85541,13712.784749999999,622011.91626,-142724.9025,0.30729186602870817,51560.07066
38.0,60134.75891999999,11641.874399999999,515272.34604,-134851.7118,0.2675905511811024,48492.88451999999
39.0,89739.4485,10421.716409999999,696378.1203600001,-129314.35871999999,0.28247583643122676,79317.73209
40.0,168471.35550000003,7723.935899999999,1125388.6547400001,-108806.74919999999,0.2873860759493671,160747.41960000002
41.0,57157.12565999999,17567.28996,366551.13194999995,-272692.25097,0.05716818181818181,39589.835699999996
42.0,189650.61161999995,26171.829179999997,1111440.79368,-449906.20637999993,0.1314232765011119,163478.78243999995
