strike,call_gex,put_gex,net_gex
30.8,24302.52,93429.688,-69127.16799999999
31.0,8804.334,21676.853000000003,-12872.519000000002
31.8,50665.78,173155.45500000002,-122489.67500000002
32.0,15029.190000000002,64224.028,-49194.837999999996
32.8,129528.16800000002,206926.72,-77398.55199999998
33.0,23343.210000000003,48107.619999999995,-24764.409999999993
33.8,328201.26900000003,478802.28,-150601.011
34.0,43218.692,99029.21599999999,-55810.52399999998
34.8,156751.25400000002,87297.21,69454.04400000001
35.0,222538.60199999998,587808.3200000001,-365269.7180000001
35.8,163764.876,144617.75900000002,19147.11699999997
36.0,75128.18500000001,46906.706,28221.479000000014
36.8,378749.8,49820.166000000005,328929.63399999996
37.0,52804.686,99050.534,-46245.848
37.8,87744.88800000002,31408.52,56336.36800000002
38.0,72253.808,159.885,72093.92300000001
38.8,368033.952,20717.543,347316.409
39.0,29305.144,0.0,29305.144
39.8,219628.695,39964.144,179664.551
40.0,354930.488,291.34600000000006,354639.142
40.8,111308.38399999999,7958.720000000001,103349.66399999999
