strike,gamma,oi,underlying,GEX
174.78,0.0,314,616.99,0.0
174.78,0.0,7593,616.99,0.0
179.78,0.0,7332,616.99,0.0
179.78,0.0,35,616.99,0.0
184.78,0.0,24,616.99,0.0
184.78,0.0,1181,616.99,0.0
189.78,0.0,1627,616.99,0.0
189.78,0.0,296,616.99,0.0
194.78,0.0,85,616.99,0.0
194.78,0.0,514,616.99,0.0
199.78,0.0,8342,616.99,0.0
199.78,0.0,64,616.99,0.0
204.78,0.0,66,616.99,0.0
204.78,0.0,2091,616.99,0.0
209.78,0.0,4236,616.99,0.0
209.78,0.0,81,616.99,0.0
214.78,0.0,12,616.99,0.0
214.78,0.0,3028,616.99,0.0
219.78,0.0,524,616.99,0.0
219.78,0.0,31,616.99,0.0
224.78,0.0,61,616.99,0.0
224.78,0.0,1758,616.99,0.0
229.78,0.0,2610,616.99,0.0
229.78,0.0,11,616.99,0.0
234.78,0.0,3073,616.99,0.0
234.78,0.0,103,616.99,0.0
239.78,0.0,3239,616.99,0.0
239.78,0.0,69,616.99,0.0
244.78,0.0,88,616.99,0.0
244.78,0.0,15760,616.99,0.0
249.78,0.0,17843,616.99,0.0
249.78,0.0,161,616.99,0.0
250.0,0.0,2436,616.99,0.0
250.0,0.0,2,616.99,0.0
254.78,0.0,2877,616.99,0.0
254.78,0.0,25,616.99,0.0
255.0,0.0,13,616.99,0.0
255.0,0.0,1232,616.99,0.0
259.78,0.0,5494,616.99,0.0
259.78,0.0,151,616.99,0.0
260.0,0.0,201,616.99,0.0
260.0,0.0,701,616.99,0.0
264.78,0.0,3605,616.99,0.0
264.78,0.0,104,616.99,0.0
265.0,0.0,1,616.99,0.0
265.0,0.0,2650,616.99,0.0
269.78,0.0,8836,616.99,0.0
269.78,0.0,289,616.99,0.0
270.0,0.0,1,616.99,0.0
270.0,0.0,456,616.99,0.0
274.78,0.0,12531,616.99,0.0
274.78,0.0,48,616.99,0.0
275.0,0.0,9045,616.99,0.0
275.0,0.0,1,616.99,0.0
279.78,0.0,44,616.99,0.0
279.78,0.0,9958,616.99,0.0
280.0,0.0,5241,616.99,0.0
280.0,0.0,1,616.99,0.0
284.78,0.0,8980,616.99,0.0
284.78,0.0,94,616.99,0.0
285.0,0.0,4,616.99,0.0
285.0,0.0,5334,616.99,0.0
289.78,0.0,5282,616.99,0.0
289.78,0.0,23,616.99,0.0
290.0,0.0,0,616.99,0.0
290.0,0.0,885,616.99,0.0
294.78,0.0,3,616.99,0.0
294.78,0.0,6380,616.99,0.0
295.0,0.0,5211,616.99,0.0
295.0,0.0,0,616.99,0.0
299.78,0.0,10004,616.99,0.0
299.78,0.0,192,616.99,0.0
300.0,0.0,182,616.99,0.0
300.0,0.0,6385,616.99,0.0
304.78,0.0,21,616.99,0.0
304.78,0.0,2430,616.99,0.0
305.0,0.0,483,616.99,0.0
305.0,0.0,0,616.99,0.0
309.78,0.0,85,616.99,0.0
309.78,0.0,4414,616.99,0.0
310.0,0.0,4,616.99,0.0
310.0,0.0,570,616.99,0.0
314.78,0.0,380,616.99,0.0
314.78,0.0,5294,616.99,0.0
315.0,0.0,9,616.99,0.0
315.0,0.0,212,616.99,0.0
319.78,0.0,6229,616.99,0.0
319.78,0.0,217,616.99,0.0
320.0,0.0,10,616.99,0.0
320.0,0.0,257,616.99,0.0
324.78,0.0,5701,616.99,0.0
324.78,0.0,219,616.99,0.0
325.0,0.0,23,616.99,0.0
325.0,0.0,1869,616.99,0.0
329.78,0.0,3013,616.99,0.0
329.78,0.0,308,616.99,0.0
330.0,0.0,11,616.99,0.0
330.0,0.0,845,616.99,0.0
334.78,0.0,1148,616.99,0.0
334.78,0.0,27,616.99,0.0
335.0,0.0,2,616.99,0.0
335.0,0.0,146,616.99,0.0
339.78,0.0,6035,616.99,0.0
339.78,0.0,178,616.99,0.0
340.0,0.0,1,616.99,0.0
