strike,gamma,oi,underlying,GEX
340.0,0.0,801,616.99,0.0
344.78,0.0,9110,616.99,0.0
344.78,0.0,270,616.99,0.0
345.0,0.0,23,616.99,0.0
345.0,0.0,541,616.99,0.0
349.78,0.0,10231,616.99,0.0
349.78,0.0,516,616.99,0.0
350.0,0.0,6,616.99,0.0
350.0,0.0,1386,616.99,0.0
354.78,0.0,5195,616.99,0.0
354.78,0.0,180,616.99,0.0
355.0,0.0,9,616.99,0.0
355.0,0.0,1451,616.99,0.0
359.78,0.0,6018,616.99,0.0
359.78,0.0,327,616.99,0.0
360.0,0.0,11,616.99,0.0
360.0,0.0,2400,616.99,0.0
364.78,0.0,1753,616.99,0.0
364.78,0.0,130,616.99,0.0
365.0,0.0,8,616.99,0.0
365.0,0.0,668,616.99,0.0
369.78,0.0,18216,616.99,0.0
369.78,0.0,72,616.99,0.0
370.0,0.0,1566,616.99,0.0
370.0,0.0,18,616.99,0.0
374.78,0.0,503,616.99,0.0
374.78,0.0,8212,616.99,0.0
375.0,0.0,4705,616.99,0.0
375.0,0.0,4,616.99,0.0
379.78,0.0,1393,616.99,0.0
379.78,0.0,6878,616.99,0.0
380.0,0.0,1099,616.99,0.0
380.0,0.0,97,616.99,0.0
384.78,0.0,627,616.99,0.0
384.78,0.0,5479,616.99,0.0
385.0,0.0,667,616.99,0.0
385.0,0.0,17,616.99,0.0
389.78,0.0,2914,616.99,0.0
389.78,0.0,3968,616.99,0.0
390.0,0.0,2205,616.99,0.0
390.0,0.0,33,616.99,0.0
394.78,0.0,4026,616.99,0.0
394.78,0.0,3117,616.99,0.0
395.0,0.0,558,616.99,0.0
395.0,0.0,9,616.99,0.0
399.78,0.0,2421,616.99,0.0
399.78,0.0,38682,616.99,0.0
400.0,0.0,9291,616.99,0.0
400.0,0.0,365,616.99,0.0
404.78,0.0,2155,616.99,0.0
404.78,0.0,10059,616.99,0.0
409.78,0.0,6466,616.99,0.0
409.78,0.0,324,616.99,0.0
414.78,0.0,602,616.99,0.0
414.78,0.0,7044,616.99,0.0
419.78,0.0,17963,616.99,0.0
419.78,0.0,1250,616.99,0.0
424.78,0.0,1110,616.99,0.0
424.78,0.0,15259,616.99,0.0
429.78,0.0,4277,616.99,0.0
429.78,0.0,646,616.99,0.0
430.0,0.0,1461,616.99,0.0
430.0,0.0,24832,616.99,0.0
434.78,0.0,8741,616.99,0.0
434.78,0.0,432,616.99,0.0
439.78,0.0,967,616.99,0.0
439.78,0.0,10597,616.99,0.0
440.0,0.0,35405,616.99,0.0
440.0,0.0,5406,616.99,0.0
444.78,0.0,905,616.99,0.0
444.78,0.0,6815,616.99,0.0
449.78,0.0,15832,616.99,0.0
449.78,0.0,735,616.99,0.0
450.0,0.0,8222,616.99,0.0
450.0,0.0,48691,616.99,0.0
454.78,0.0,16108,616.99,0.0
454.78,0.0,831,616.99,0.0
459.78,0.0,1682,616.99,0.0
459.78,0.0,11895,616.99,0.0
460.0,0.0,50725,616.99,0.0
460.0,0.0,2262,616.99,0.0
464.78,0.001,1530,616.99,94399.47
464.78,0.0,15431,616.99,0.0
469.78,0.0,3909,616.99,0.0
469.78,0.001,1446,616.99,89216.754
470.0,0.001,3265,616.99,201447.23500000002
470.0,0.0,18050,616.99,0.0
474.78,0.0,13154,616.99,0.0
474.78,0.001,1647,616.99,101618.253
479.78,0.001,2924,616.99,180407.876
479.78,0.0,7567,616.99,0.0
480.0,0.001,8212,616.99,506672.18799999997
480.0,0.0,20383,616.99,0.0
484.78,0.0,13806,616.99,0.0
484.78,0.001,2419,616.99,149249.881
489.78,0.001,2762,616.99,170412.638
489.78,0.0,12590,616.99,0.0
490.0,0.0,26519,616.99,0.0
490.0,0.001,7132,616.99,440037.26800000004
494.78,0.001,2620,616.99,161651.38
494.78,0.0,9646,616.99,0.0
499.78,0.0,4299,616.99,0.0
499.78,0.001,8495,616.99,524133.00500000006
500.0,0.001,10574,616.99,652405.226
500.0,0.0,46119,616.99,0.0
504.78,0.0,10608,616.99,0.0
504.78,0.001,1903,616.99,117413.19700000001
505.0,0.001,97,616.99,5984.803000000001
505.0,0.0,3255,616.99,0.0
509.78,0.0,1992,616.99,0.0
509.78,0.001,2216,616.99,136724.98400000003
510.0,0.001,3896,616.99,240379.30399999997
510.0,0.0,15571,616.99,0.0
514.78,0.0,7072,616.99,0.0
514.78,0.001,2097,616.99,129382.803
515.0,0.001,335,616.99,20669.165
515.0,0.0,12580,616.99,0.0
519.78,0.0,4177,616.99,0.0
519.78,0.001,3320,616.99,204840.68
520.0,0.001,7612,616.99,469652.78800000006
520.0,0.0,32723,616.99,0.0
524.78,0.0,5888,616.99,0.0
524.78,0.002,6000,616.99,740388.0
525.0,0.002,517,616.99,63796.766
525.0,0.0,20232,616.99,0.0
529.78,0.0,4156,616.99,0.0
529.78,0.002,2982,616.99,367972.83600000007
530.0,0.002,4358,616.99,537768.4839999999
530.0,0.0,11966,616.99,0.0
534.78,0.0,2856,616.99,0.0
534.78,0.002,2385,616.99,294304.23000000004
535.0,0.002,929,616.99,114636.74200000001
535.0,0.0,15860,616.99,0.0
539.78,0.0,2031,616.99,0.0
539.78,0.002,3120,616.99,385001.76
540.0,0.002,6628,616.99,817881.9439999999
540.0,0.0,25702,616.99,0.0
544.78,0.0,5004,616.99,0.0
544.78,0.002,5577,616.99,688190.6460000001
545.0,0.002,1143,616.99,141043.914
545.0,0.0,49444,616.99,0.0
549.78,0.0,8650,616.99,0.0
549.78,0.003,11390,616.99,2108254.83
550.0,0.003,6583,616.99,1218493.551
550.0,0.0,25487,616.99,0.0
554.78,0.0,4995,616.99,0.0
554.78,0.003,7814,616.99,1446347.9579999999
555.0,0.003,1767,616.99,327066.39900000003
555.0,0.0,11442,616.99,0.0
559.78,0.0,3637,616.99,0.0
559.78,0.003,2797,616.99,517716.309
560.0,0.0,30945,616.99,0.0
560.0,0.003,9104,616.99,1685123.0880000002
564.78,0.004,3470,616.99,856382.12
564.78,0.001,4229,616.99,260925.07100000003
565.0,0.001,21250,616.99,1311103.75
565.0,0.004,7597,616.99,1874909.212
569.78,0.005,4423,616.99,1364473.385
569.78,0.001,3095,616.99,190958.405
570.0,0.001,57856,616.99,3569657.3440000005
570.0,0.004,21447,616.99,5293033.812
572.0,0.005,46,616.99,14190.77
572.0,0.001,570,616.99,35168.43000000001
573.0,0.001,593,616.99,36587.507
573.0,0.005,51,616.99,15733.245
574.0,0.006,144,616.99,53307.936
574.0,0.001,1436,616.99,88599.764
574.78,0.006,4151,616.99,1536675.294
574.78,0.001,4783,616.99,295106.31700000004
575.0,0.001,31110,616.99,1919455.8900000001
575.0,0.006,12451,616.99,4609285.494
576.0,0.006,52,616.99,19250.088
576.0,0.001,965,616.99,59539.535
577.0,0.001,6753,616.99,416653.34699999995
577.0,0.006,59,616.99,21841.446
578.0,0.006,29,616.99,10735.626000000002
578.0,0.002,941,616.99,116117.51800000001
579.0,0.002,2448,616.99,302078.304
579.0,0.007,34,616.99,14684.362000000001
579.78,0.007,4830,616.99,2086043.19
579.78,0.002,3262,616.99,402524.276
580.0,0.002,42839,616.99,5286246.921999999
580.0,0.007,27622,616.99,11929748.446
581.0,0.008,93,616.99,45904.056000000004
581.0,0.002,41744,616.99,5151126.112
582.0,0.008,58,616.99,28628.336000000003
583.0,0.008,30,616.99,14807.76
584.0,0.009,38,616.99,21101.057999999997
584.78,0.01,2554,616.99,1575792.46
585.0,0.009,6658,616.99,3697127.478
586.0,0.01,86,616.99,53061.14
587.0,0.009,180,616.99,99952.38
588.0,0.009,226,616.99,125495.76599999999
589.0,0.01,326,616.99,201138.74
589.78,0.009,2323,616.99,1289940.993
590.0,0.012,15942,616.99,11803265.496000001
591.0,0.011,142,616.99,96373.83799999999
592.0,0.013,459,616.99,368157.93299999996
593.0,0.014,675,616.99,583055.55
594.0,0.015,121,616.99,111983.685
594.78,0.015,8721,616.99,8071154.6850000005
595.0,0.017,4963,616.99,5205606.329
596.0,0.018,303,616.99,336506.346
597.0,0.021,418,616.99,541593.822
598.0,0.023,535,616.99,759206.1950000001
599.0,0.026,750,616.99,1203130.5
599.78,0.026,12533,616.99,20105112.742
600.0,0.028,41372,616.99,71473108.784
601.0,0.03,2252,616.99,4168384.44
602.0,0.032,3359,616.99,6631902.112
603.0,0.037,2509,616.99,5727703.267
604.0,0.042,4647,616.99,12042040.626
604.78,0.044,5806,616.99,15761873.336000001
605.0,0.045,17864,616.99,49598592.12
606.0,0.048,3691,616.99,10931088.432
607.0,0.051,2465,616.99,7756489.784999999
608.0,0.053,3580,616.99,11706768.259999998
609.0,0.054,2282,616.99,7603044.3719999995
609.78,0.054,4570,616.99,15226079.22
610.0,0.054,15733,616.99,52418359.817999996
611.0,0.052,4212,616.99,13513561.776
612.0,0.05,5703,616.99,17593469.85
613.0,0.046,7198,616.99,20429032.492000002
614.0,0.041,5736,616.99,14510124.024000002
615.0,0.036,43062,616.99,95647764.16800001
616.0,0.03,3959,616.99,7327990.23
617.0,0.024,6335,616.99,9380715.96
618.0,0.02,4793,616.99,5914466.14
619.0,0.015,3652,616.99,3379871.22
620.0,0.011,40010,616.99,27154346.889999997
621.0,0.009,4687,616.99,2602648.9170000004
622.0,0.006,5217,616.99,1931302.098
623.0,0.005,7100,616.99,2190314.5
624.0,0.004,6252,616.99,1542968.592
625.0,0.003,17581,616.99,3254190.3570000003
626.0,0.002,6081,616.99,750383.238
627.0,0.002,4302,616.99,530858.1960000001
628.0,0.002,4848,616.99,598233.5040000001
629.0,0.001,7874,616.99,485817.92600000004
630.0,0.001,37406,616.99,2307912.7939999998
631.0,0.001,4366,616.99,269377.834
632.0,0.001,3180,616.99,196202.82
633.0,0.0,3142,616.99,0.0
634.0,0.001,2854,616.99,176088.94600000003
635.0,0.0,40519,616.99,0.0
636.0,0.001,2367,616.99,146041.533
637.0,0.0,3701,616.99,0.0
638.0,0.001,4595,616.99,283506.905
639.0,0.0,2659,616.99,0.0
640.0,0.0,36098,616.99,0.0
641.0,0.0,3048,616.99,0.0
642.0,0.0,2807,616.99,0.0
643.0,0.0,2497,616.99,0.0
644.0,0.0,3146,616.99,0.0
645.0,0.0,24205,616.99,0.0
646.0,0.0,2157,616.99,0.0
647.0,0.0,2794,616.99,0.0
648.0,0.0,2514,616.99,0.0
649.0,0.0,1502,616.99,0.0
650.0,0.0,54543,616.99,0.0
651.0,0.0,2815,616.99,0.0
652.0,0.0,3246,616.99,0.0
653.0,0.0,2605,616.99,0.0
654.0,0.0,1954,616.99,0.0
655.0,0.0,23732,616.99,0.0
656.0,0.0,4272,616.99,0.0
657.0,0.0,950,616.99,0.0
658.0,0.0,819,616.99,0.0
659.0,0.0,1719,616.99,0.0
660.0,0.0,36539,616.99,0.0
665.0,0.0,16601,616.99,0.0
670.0,0.0,15155,616.99,0.0
675.0,0.0,11186,616.99,0.0
680.0,0.0,8718,616.99,0.0
685.0,0.0,12589,616.99,0.0
690.0,0.0,5370,616.99,0.0
695.0,0.0,4384,616.99,0.0
700.0,0.0,43957,616.99,0.0
705.0,0.0,4290,616.99,0.0
710.0,0.0,3425,616.99,0.0
715.0,0.0,4337,616.99,0.0
720.0,0.0,1987,616.99,0.0
725.0,0.0,3622,616.99,0.0
730.0,0.0,2324,616.99,0.0
735.0,0.0,1337,616.99,0.0
740.0,0.0,2197,616.99,0.0
745.0,0.0,2221,616.99,0.0
750.0,0.0,2689,616.99,0.0
755.0,0.0,2584,616.99,0.0
760.0,0.0,5293,616.99,0.0
765.0,0.0,1175,616.99,0.0
770.0,0.0,6050,616.99,0.0
775.0,0.0,4645,616.99,0.0
780.0,0.0,10059,616.99,0.0
785.0,0.0,39985,616.99,0.0
