strike,call_gex,put_gex,net_gex
23.0,1950675.9945,3069836.5664999997,-1119160.5719999997
23.5,9780.6465,246468.5475,-236687.90099999998
24.0,762652.3965,5793373.524,-5030721.1275
24.5,50015.82450000001,491228.0895,-441212.265
25.0,14371142.252999997,23105995.065,-8734852.812000005
25.5,177370.1655,4564948.9290000005,-4387578.7635
26.0,6098996.662500001,21060197.8035,-14961201.140999999
26.5,956216.6595000002,7724613.927,-6768397.2675
27.0,20384653.872,31792107.788999997,-11407453.916999996
27.5,6977987.134500001,4488228.222,2489758.9125000006
28.0,17995073.706,6108643.584000001,11886430.122
28.5,4681669.458000001,276364.10850000003,4405305.3495000005
29.0,9755629.227,1983366.408,7772262.819
29.5,1361357.943,267.45,1361090.493
30.0,18259900.0215,2106979.1234999998,16152920.897999998
30.5,444079.329,4244.431500000001,439834.8975
