strike,call_gex,put_gex,call_dex,put_dex,net_greek_delta,net_gex
600.0,0.0,7462.804,1575640.0,-124360.96800000002,0.04118617886178862,-7462.804
605.0,0.0,11939.054000000002,1647260.0,-242226.00200000004,0.05557478753541077,-11939.054000000002
610.0,0.0,5743.924000000001,0.0,-100998.524,-0.004764189189189189,-5743.924000000001
615.0,0.0,21686.536,716200.0,-379500.056,0.008547636363636363,-21686.536
620.0,0.0,12734.036,3437760.0,-219479.49,0.10986674816625916,-12734.036
625.0,0.0,19924.684000000005,931060.0,-283414.66400000005,0.007097959183673469,-19924.684000000005
630.0,0.0,29013.261999999995,1217540.0,-398214.36199999996,0.01440793450881612,-29013.261999999995
635.0,0.0,37929.952000000005,1289160.0,-530167.05,0.01167125550660793,-37929.952000000005
640.0,0.0,122556.14400000003,358100.0,-1644953.836,-0.008404022450888681,-122556.14400000003
645.0,0.0,35473.386,286480.0,-473673.194,-0.004407588532883643,-35473.386
650.0,0.0,282770.08400000003,10456520.0,-3737940.9060000004,0.025985789473684212,-282770.08400000003
655.0,0.0,26413.456000000002,1647260.0,-308753.82000000007,0.053245014245014245,-26413.456000000002
660.0,0.0,125070.006,1933740.0000000002,-1590622.904,0.00465126213592233,-125070.006
665.0,107.43,213800.024,2505640.024,-2672528.948,-0.0016421423537702593,-213692.594
670.0,2141.438,1145583.386,3200833.878,-12106064.678,-0.018157126168224298,-1143441.9479999999
675.0,21228.168,632519.192,11126310.240000002,-6075624.868000001,0.018982664872139975,-611291.0240000001
680.0,10341.928,985333.636,4339627.688,-8313133.936000001,-0.009924937388193202,-974991.7080000001
683.0,716.2,60332.68800000001,135820.168,-670363.2000000001,-0.0472379746835443,-59616.48800000001
684.0,379.58600000000007,92411.28600000001,67637.928,-907804.986,-0.04618464566929134,-92031.70000000001
685.0,8909.528000000002,1216830.962,3339268.176,-12037338.126,-0.0333646978021978,-1207921.4340000001
686.0,2127.114,369766.89800000004,335081.332,-3857911.568,-0.052105720338983044,-367639.78400000004
687.0,5170.964000000001,550879.554,883525.8060000001,-6341635.872,-0.06313943661971831,-545708.59
688.0,4153.96,517375.7180000001,680604.86,-5826186.732000001,-0.06652370370370371,-513221.7580000001
689.0,6990.112,377967.38800000004,2085323.73,-4186590.072,-0.03631076732673267,-370977.276
690.0,24537.012000000002,3075398.61,53281183.336,-30604271.652000003,0.04539472401433692,-3050861.5979999998
691.0,24966.732,318866.564,3372772.0120000006,-3570400.2400000007,-0.004359241706161142,-293899.832
692.0,24400.934,457358.158,3324027.4400000004,-4819180.884000001,-0.02515204819277108,-432957.224
693.0,16279.226,1137798.292,3080354.714,-12813340.826,-0.07682170717919727,-1121519.0659999999
694.0,40579.892,777320.508,6316146.314000001,-8660820.388,-0.026616016260162606,-736740.616
695.0,99229.51000000001,2700245.888,11567575.384,-22869770.020000003,-0.03628599678086916,-2601016.3779999996
696.0,32508.318,478865.64400000003,2555831.3200000003,-5191805.42,-0.05493283582089551,-446357.326
697.0,170219.254,952588.9720000001,14990567.340000002,-9631801.376000002,0.05239649859943978,-782369.7180000001
698.0,63462.482,944560.3700000001,4303975.252,-11015879.362,-0.08163371080139373,-881097.8880000002
699.0,161846.876,1277099.192,10395986.776,-11933968.98,-0.013362912258867453,-1115252.316
700.0,308080.59200000006,9560038.136,18930011.116000004,-108199556.9,-0.12791802134646962,-9251957.544
701.0,106663.666,1357829.256,6004105.136000001,-15937297.796000002,-0.10057505438723711,-1251165.59
702.0,401272.536,2631748.5199999996,21315830.880000003,-26433681.488,-0.026934941575574824,-2230475.9839999997
703.0,342773.32,1792118.6120000002,16920941.200000003,-20037750.494000003,-0.0246425254813137,-1449345.2920000001
704.0,253606.42,7415670.878,11299050.518,-90186489.482,-0.18400805212161708,-7162064.458
705.0,881678.01,4870833.228000001,35763876.72,-60210934.0,-0.08075325289803643,-3989155.2180000013
706.0,809793.0160000001,2059791.2000000002,31310172.696000002,-23942093.308000002,0.052568932038834955,-1249998.1840000001
