strike,call_gex,put_gex,call_dex,put_dex,net_gex,net_dex
11.0,1.8586603425499694e-19,1.9904138055399486e-20,0.0,0.0,1.6596189619959745e-19,0.0
11.5,4.094137028823332e-09,3.6743242949176467e-09,0.0,0.0,4.1981273390568503e-10,0.0
12.0,13.025923371480655,2.248372977954322,0.0,0.0,10.777550393526333,0.0
12.5,105850.96786163919,323488.7195320967,0.0,0.0,-217637.7516704575,0.0
13.0,45780589.39433968,32583567.323568944,0.0,0.0,13197022.070770737,0.0
13.5,14940052.340523697,7420163.836786937,0.0,0.0,7519888.5037367605,0.0
14.0,94521.552186418,2135.3132055693804,0.0,0.0,92386.23898084862,0.0
14.5,0.862603577196285,0.2762059811771941,0.0,0.0,0.5863975960190909,0.0
15.0,1.0937839093268941e-06,2.6319558940481045e-08,0.0,0.0,1.067464350386413e-06,0.0
15.5,6.0707093335840054e-15,1.1247722107850375e-16,0.0,0.0,5.958232112505501e-15,0.0
