strike,call_gex,put_gex,call_dex,put_dex,net_gex,net_dex
23.0,20.010897915357855,157.85589356708678,0.0,0.0,-137.84499565172894,0.0
23.5,0.13931082032294784,9.403480371798981,0.0,0.0,-9.264169551476034,0.0
24.0,3067.5538966771987,6111.427432873641,0.0,0.0,-3043.8735361964423,0.0
24.5,52.66783132549914,474.01048192949224,0.0,0.0,-421.3426506039931,0.0
25.0,63775.43176120484,256203.4743852153,0.0,0.0,-192428.04262401044,0.0
25.5,1827.6574706946485,7802.691509504078,0.0,0.0,-5975.034038809429,0.0
26.0,904407.6012378884,2576278.1052039713,0.0,0.0,-1671870.5039660828,0.0
26.5,34632.889746820096,53755.34420825451,0.0,0.0,-19122.454461434412,0.0
27.0,4262358.9745214,4996734.685981116,0.0,0.0,-734375.7114597159,0.0
27.5,579089.5658131826,288333.2984592834,0.0,0.0,290756.2673538992,0.0
28.0,9910956.403249707,10015348.858183393,0.0,0.0,-104392.45493368618,0.0
28.5,1234130.5208103782,31689.51408642912,0.0,0.0,1202441.0067239492,0.0
29.0,9345804.464280814,3447091.797089427,0.0,0.0,5898712.667191387,0.0
29.5,813832.4267790266,44670.047438986025,0.0,0.0,769162.3793400406,0.0
30.0,17117307.013655867,2556290.8368960656,0.0,0.0,14561016.176759802,0.0
31.0,2611589.7075738325,307319.9800653889,0.0,0.0,2304269.7275084434,0.0
32.0,455314.81588882435,52068.119773397724,0.0,0.0,403246.6961154266,0.0
33.0,59047.98858704923,5550.768829852653,0.0,0.0,53497.21975719657,0.0
34.0,5152.154733569802,85.47192707761664,0.0,0.0,5066.682806492186,0.0
